English	Translation	Pinyin	Hiragana	Latin Letters	Part of Speech	Stamp	OriginLanguage
Apart From	hormis				Noun	[]	French
Apart From	sinon				Noun	[]	French
Apart From That	por lo demás				Noun	[]	Spanish
Aparthotel	el apartahotel				Noun	[]	Spanish
Apartment	公寓	gōng yù			Noun	[]	Chinese
Apartment	套房	tào fáng			Noun	[]	Chinese
Apartment	套间	tào jiān			Noun	[]	Chinese
Apartment	寓	yù			Noun	[]	Chinese
Apartment	间房	jiān fáng			Noun	[]	Chinese
Apartment	appart				Noun	[]	French
Apartment	appartement				Noun	[]	French
Apartment	l'appartement				Noun	[]	French
Apartment	Mietwohnung				Noun	[]	German
Apartment	Wohnung				Noun	[]	German
Apartment	アパート		アパート		Noun, Katakana	[]	Japanese
Apartment	кварти́ра			kvartira	Noun	[]	Russian
Apartment	квартира			kvartira	Noun	[]	Russian
Apartment	apartamento				Noun	[]	Spanish
Apartment	departamento				Noun	[]	Spanish
Apartment Block	Wohnblock				Noun	[]	German
Apartment Building	公寓楼	gōng yù lóu			Noun	[]	Chinese
Apartment Building	immeuble				Noun	[]	French
Apartment Building	Mehrfamilienhaus				Noun	[]	German
Apartment Building	アパート		アパート		Noun	[]	Japanese
Apartment Building	многоквартирный дом			mnogokvartirnyi dom	Noun	[]	Russian
Apartment Building	многоквартирного дома			mnogokvartirnogo doma	Noun	[]	Russian
Apartment Complex	マンション		マンション		Noun	[]	Japanese
Apartments	appartements				Noun	[]	French
Apartments	Wohnungen				Noun	[]	German
Apartment's	logement				Noun	[]	French
Apathetic	apático				Noun	[]	Spanish
Apathy	la apatía				Noun	[]	Spanish
Ape	обезьяна			obezʹâna	Noun	[]	Russian
Aperitif	apéritif				Noun	[]	French
Aperitif	apéro				Noun	[]	French
Aperitif	l'apéritif				Noun	[]	French
Apiece	每个	měi gè			Noun	[]	Chinese
Apocalypse	apocalipsis				Noun	[]	Spanish
Apologies	抱歉	bào qiàn			Noun	[]	Chinese
Apologies	excuses				Noun	[]	French
Apologies	извини			izvini	Noun	[]	Russian
Apologies	извините			izvinite	Noun	[]	Russian
Apologize	道歉	dào qiàn			Verb	[]	Chinese
Apologize	excuser				Noun	[]	French
Apologize	excuserai				Noun	[]	French
Apologize	excuserais				Noun	[]	French
Apologize	excuserait				Noun	[]	French
Apologize	m'excuse				Noun	[]	French
Apologize	s'excuser				Noun	[]	French
Apologize	Entschuldige				Noun	[]	German
Apologize	お詫びしたい		おわびしたい		Noun	[]	Japanese
Apologize	お詫びしなければ		おわびしなければ		Noun	[]	Japanese
Apologize	お詫びをします		おわびをします		Noun	[]	Japanese
Apologize	お詫びをする		おわびをする		Noun	[]	Japanese
Apologize	謝		しゃ		Noun	[]	Japanese
Apologize	謝って		あやまって		Noun	[]	Japanese
Apologize	謝っていました		あやまっていました		Noun	[]	Japanese
Apologize	謝っても		あやまっても		Noun	[]	Japanese
Apologize	謝らなかった		あやまらなかった		Noun	[]	Japanese
Apologize	謝り		あやまり		Noun	[]	Japanese
Apologize	謝りたい		あやまりたい		Noun	[]	Japanese
Apologize	謝りたかった		あやまりたかった		Noun	[]	Japanese
Apologize	謝りなさい		あやまりなさい		Noun	[]	Japanese
Apologize	謝りました		あやまりました		Noun	[]	Japanese
Apologize	謝ります		あやまります		Noun	[]	Japanese
Apologize	謝る		あやまる		Noun	[]	Japanese
Apologize	謝れ		あやまれ		Noun	[]	Japanese
Apologize	謝ろう		あやまろう		Noun	[]	Japanese
Apologize	謝罪		しゃざい		Noun	[]	Japanese
Apologize	謝罪いたします		しゃざいいたします		Noun	[]	Japanese
Apologize	謝罪して		しゃざいして		Noun	[]	Japanese
Apologize	謝罪しました		しゃざいしました		Noun	[]	Japanese
Apologize	извиниться			izvinit'sja	Verb	[]	Russian
Apologize	извиняюсь			izvinjajus'	Verb	[]	Russian
Apologize	приношу извинения			prinoshu izvinenija	Verb	[]	Russian
Apologize	извиня́ться			izvinjat'sja	Verb	[]	Russian
Apologize	disculparnos				Noun	[]	Spanish
Apologize	disculparse				Noun	[]	Spanish
Apologize	disculpe				Noun	[]	Spanish
Apologize	disculpes				Noun	[]	Spanish
Apologize	me disculparé				Noun	[]	Spanish
Apologize	pedir perdón				Noun	[]	Spanish
Apologize	pediré perdón				Noun	[]	Spanish
Apologize	pediría perdón				Noun	[]	Spanish
Apologize	pedirían perdón				Noun	[]	Spanish
Apologize	pedirías perdón				Noun	[]	Spanish
Apologize	pide perdón				Noun	[]	Spanish
Apologize	pido perdón				Noun	[]	Spanish
Apologize To	謝罪		しゃざい		Noun	[]	Japanese
Apologized	disculparse				Verb	[]	Spanish
Apologizing	disculparse				Verb	[]	Spanish
Apology	道歉	dào qiàn			Noun	[]	Chinese
Apology	apologie				Noun	[]	French
Apology	excuses				Noun	[]	French
Apology	Entschuldigung				Noun	[]	German
Apology	Entschuldigungsrede				Noun	[]	German
Apology	Rechtfertigung				Noun	[]	German
Apology	おわび		おわび		Noun	[]	Japanese
Apology	お詫び		おわび		Noun	[]	Japanese
Apology	もうしわけ		もうしわけ		Noun	[]	Japanese
Apology	詫		た		Noun	[]	Japanese
Apology	謝罪		しゃざい		Noun	[]	Japanese
Apology	прощения			proschenija	Noun	[]	Russian
Apology	извинение			izvinenie	Noun	[]	Russian
Apology	оправданиями			opravdanijami	Noun	[]	Russian
Apology	извинительную			izvinitel'nuju	Noun	[]	Russian
Apology	disculpa				Noun	[]	Spanish
Apology Letter	謝罪		しゃざい		Noun	[]	Japanese
Apology Statement	謝罪		しゃざい		Noun	[]	Japanese
Apology To	謝罪		しゃざい		Noun	[]	Japanese
Apostle	Missionar				Noun	[]	German
App	appli				Noun	[]	French
App	application				Noun	[]	French
App	l'application				Noun	[]	French
App	App				Noun	[]	German
App	アプリ		アプリ		Noun	[]	Japanese
App	приложение			prilozhenie	Noun	[]	Russian
App	aplicación				Noun	[]	Spanish
App	apps				Noun	[]	Spanish
App Payment	アプリけっさい		アプリけっさい		Noun	[]	Japanese
App Payment	アプリ決済		あぷりけっさい		Noun	[]	Japanese
Appalled	indigné				Verb	[]	French
Appalled	geschockt				Verb	[]	German
Appalling	révoltant				Adjective	[]	French
Apparatus	装備		そうび		Noun	[]	Japanese
Apparent	ви́димый			vidimyi	Noun	[]	Russian
Apparently	显然	xiǎn rán			Adverb	[]	Chinese
Apparently	看来	kàn lái			Adverb	[]	Chinese
Apparently	apparemment				Adverb	[]	French
Apparently	anscheinend				Adverb	[]	German
Apparently	offenbar				Adverb	[]	German
Apparently	らしい		らしい		Adverb	[]	Japanese
Apparently	んだって		んだって		Adverb	[]	Japanese
Apparently	ви́димо			vidimo	Adverb	[]	Russian
Apparently	оказывается			okazyvaetsja	Adverb	[]	Russian
Apparently	aparentemente				Adjective	[]	Spanish
Apparition	お化け		おばけ		Noun	[]	Japanese
Apparitions	お化け		おばけ		Noun	[]	Japanese
Appeal	呼吁	hūyù			Noun	[]	Chinese
Appeal	l'attirance				Noun	[]	French
Appeal	Anziehungskraft				Noun	[]	German
Appeal	アピールします		アピールします		Noun	[]	Japanese
Appeal	訴		そ		Noun	[]	Japanese
Appeal	訴える		うったえる		Noun	[]	Japanese
Appeal	魅力		みりょく		Noun	[]	Japanese
Appeal	llamara				Noun	[]	Spanish
Appeal	llame				Noun	[]	Spanish
Appeal	recurso				Noun	[]	Spanish
Appeal To	обрати́ться			obratit'sja	Verb	[]	Russian
Appealing	令人感兴趣的	lìng rén gǎn xìng qù de			Verb	[]	Chinese
Appealing	可怜的	kě lián de			Verb	[]	Chinese
Appealing	有吸引力的	yǒu xī yǐn lì de			Verb	[]	Chinese
Appealing	attirant				Verb	[]	French
Appealing	ansprechend				Verb	[]	German
Appealing	みりょくてき		みりょくてき		Verb	[]	Japanese
Appealing	魅力的		みりょくてき		Verb	[]	Japanese
Appealing	привлекательный			privlekatel'nyi	Verb	[]	Russian
Appealing	apetecible				Verb	[]	Spanish
Appeals	魅力		みりょく		Noun	[]	Japanese
Appear	出版	chū bǎn			Noun	[]	Chinese
Appear	出现	chū xiàn			Noun	[]	Chinese
Appear	显得	xiǎnde			Noun	[]	Chinese
Appear	apparais				Noun	[]	French
Appear	apparaisse				Noun	[]	French
Appear	apparaissent				Noun	[]	French
Appear	apparaissez				Noun	[]	French
Appear	apparaissons				Noun	[]	French
Appear	apparaît				Noun	[]	French
Appear	apparaître				Noun	[]	French
Appear	das Auftreten				Noun	[]	German
Appear	Sah				Noun	[]	German
Appear	Sahen				Noun	[]	German
Appear	vorkommen				Verb	[]	German
Appear	が来ます		がきます		Noun	[]	Japanese
Appear	にでます		にでます		Noun	[]	Japanese
Appear	ように見える		ようにみえる		Noun	[]	Japanese
Appear	らしい		らしい		Noun	[]	Japanese
Appear	出		しゅつ		Noun	[]	Japanese
Appear	出て来る		でてくる		Noun	[]	Japanese
Appear	出ます		でます		Noun	[]	Japanese
Appear	出る		でる		Noun	[]	Japanese
Appear	思われる		おもわれる		Noun	[]	Japanese
Appear	気がします		きがします		Noun	[]	Japanese
Appear	現れます		あらわれます		Noun	[]	Japanese
Appear	現れる		あらわれる		Noun	[]	Japanese
Appear	登場する		とうじょうする		Noun	[]	Japanese
Appear	見えてきます		みえてきます		Noun	[]	Japanese
Appear	見えます		みえます		Noun	[]	Japanese
Appear	aparece				Noun	[]	Spanish
Appear	aparecen				Noun	[]	Spanish
Appear	aparecer				Noun	[]	Spanish
Appear	apareciera				Noun	[]	Spanish
Appear	aparecieran				Noun	[]	Spanish
Appear	aparezca				Noun	[]	Spanish
Appear	aparezcas				Noun	[]	Spanish
Appear	aparezco				Noun	[]	Spanish
Appear	destacan				Noun	[]	Spanish
Appear	figura				Noun	[]	Spanish
Appear	lucirán				Noun	[]	Spanish
Appear	luzcan				Noun	[]	Spanish
Appear	parecerte				Noun	[]	Spanish
Appear	pareces				Noun	[]	Spanish
Appear	pareciera				Noun	[]	Spanish
Appear	parecía				Noun	[]	Spanish
Appear	parezcan				Noun	[]	Spanish
Appear	presentar				Noun	[]	Spanish
Appear	presente				Noun	[]	Spanish
Appear	resultas				Noun	[]	Spanish
Appear	saliste				Noun	[]	Spanish
Appear	salió				Noun	[]	Spanish
Appear	surgió				Noun	[]	Spanish
Appearance	外表	wài biǎo			Noun	[]	Chinese
Appearance	外貌	wài mào			Noun	[]	Chinese
Appearance	容貌	róngmào			Noun	[]	Chinese
Appearance	样子	yàng zi			Noun	[]	Chinese
Appearance	模样	múyàng			Noun	[]	Chinese
Appearance	allure				Noun	[]	French
Appearance	apparence				Noun	[]	French
Appearance	apparences				Noun	[]	French
Appearance	apparition				Noun	[]	French
Appearance	aspect				Noun	[]	French
Appearance	d'apparence				Noun	[]	French
Appearance	l'allure				Noun	[]	French
Appearance	l'apparence				Noun	[]	French
Appearance	l'aspect				Noun	[]	French
Appearance	l'expression				Noun	[]	French
Appearance	l'impression				Noun	[]	French
Appearance	l’allure				Noun	[]	French
Appearance	l’apparence				Noun	[]	French
Appearance	manifestation				Noun	[]	French
Appearance	présentation				Noun	[]	French
Appearance	Anschein				Noun	[]	German
Appearance	Anstrich				Noun	[]	German
Appearance	Auftauchen				Noun	[]	German
Appearance	Auftreten				Noun	[]	German
Appearance	Auftritt				Noun	[]	German
Appearance	Auftritte				Noun	[]	German
Appearance	Auftritten				Noun	[]	German
Appearance	Aussehen				Noun	[]	German
Appearance	Bildern				Noun	[]	German
Appearance	das Ansehen				Noun	[]	German
Appearance	das Auftreten				Noun	[]	German
Appearance	das Aussehen				Noun	[]	German
Appearance	der Auftritt				Noun	[]	German
Appearance	die Sicht				Noun	[]	German
Appearance	Erscheinen				Noun	[]	German
Appearance	Monsters				Noun	[]	German
Appearance	Präsenz				Noun	[]	German
Appearance	Scheine				Noun	[]	German
Appearance	Veröffentlichung				Noun	[]	German
Appearance	vorkommen				Verb	[]	German
Appearance	Vorkommen				Noun	[]	German
Appearance	Vorschein				Noun	[]	German
Appearance	Äußere				Noun	[]	German
Appearance	がら		がら		Noun	[]	Japanese
Appearance	外見		がいけん		Noun	[]	Japanese
Appearance	姿		すがた		Noun	[]	Japanese
Appearance	格好		かっこう		Noun	[]	Japanese
Appearance	様子		ようす		Noun	[]	Japanese
Appearance	見た目		みため		Noun	[]	Japanese
Appearance	вне́шность			vneshnost'	Verb	[]	Russian
Appearance	внешность			vneshnost'	Verb	[]	Russian
Appearance	появле́ние			pojavlenie	Noun	[]	Russian
Appearance	явле́ние			âvlenie	Noun	[]	Russian
Appearance	aparición				Noun	[]	Spanish
Appearance	apariencia				Noun	[]	Spanish
Appearance	apariencias				Noun	[]	Spanish
Appearance	aspecto				Noun	[]	Spanish
Appearance	comparecencia				Noun	[]	Spanish
Appearance	publicación				Noun	[]	Spanish
Appeared	apparaître				Verb	[]	French
Appeared	paraître				Verb	[]	French
Appeared	salí				Verb	[]	Spanish
Appearing	現れる		あらわれる		Verb	[]	Japanese
Appearing	saliendo				Verb	[]	Spanish
Appearing	salir				Verb	[]	Spanish
Appears	らしい		らしい		Noun	[]	Japanese
Appears	出る		でる		Noun	[]	Japanese
Appears	現れる		あらわれる		Noun	[]	Japanese
Appears	aparecer				Noun	[]	Spanish
Appears	figura				Noun	[]	Spanish
Appears	parece				Noun	[]	Spanish
Appears	parecer				Noun	[]	Spanish
Appears	sale				Noun	[]	Spanish
Appears	salir				Noun	[]	Spanish
Appease	calmo				Noun	[]	Spanish
Appendix	die Ergänzung				Noun	[]	German
Appendix	Ergänzung				Noun	[]	German
Appetite	没胃口	méi wèi kǒu			Noun	[]	Chinese
Appetite	胃口	wèi kǒu			Noun	[]	Chinese
Appetite	l'appétit				Noun	[]	French
Appetite	Appetit				Noun	[]	German
Appetite	食欲		しょくよく		Noun	[]	Japanese
Appetite	аппети́т			appetit	Noun	[]	Russian
Appetizer	前菜	qián cài			Noun	[]	Chinese
Appetizer	entrée				Noun	[]	French
Appetizer	l'amuse-gueule				Noun	[]	French
Appetizer	l'entrée				Noun	[]	French
Appetizer	Appetithäppchen				Noun	[]	German
Appetizer	Häppchen				Noun	[]	German
Appetizer	Vorspeise				Noun	[]	German
Appetizer	Vorspeisen				Noun	[]	German
Appetizer	前菜		ぜんさい		Noun	[]	Japanese
Appetizer	закуска			zakuska	Noun	[]	Russian
Appetizer	aperitivo				Noun	[]	Spanish
Appetizer	bocadillo				Noun	[]	Spanish
Appetizer	botana				Noun	[]	Spanish
Appetizer	canapés				Noun	[]	Spanish
Appetizer	entremeses				Noun	[]	Spanish
Appetizers	entrée				Noun	[]	French
Appetizers	entrées				Noun	[]	French
Appetizing	appétissant				Adjective	[]	French
Applaud	鼓掌	gǔ zhǎng			Noun	[]	Chinese
Applaud	applaudir				Noun	[]	French
Applaud	klatschen				Verb	[]	German
Applaud	褒めます		ほめます		Noun	[]	Japanese
Applaud	аплодировать			aplodirovat'	Noun	[]	Russian
Applauding	鼓掌	gǔ zhǎng			Verb	[]	Chinese
Applause	掌声	zhǎng shēng			Noun	[]	Chinese
Applause	鼓掌	gǔ zhǎng			Noun	[]	Chinese
Applause	der Jubel				Noun	[]	German
Applause	Jubel				Noun	[]	German
Applause	拍手		はくしゅ		Noun	[]	Japanese
Applause	el aplauso				Noun	[]	Spanish
Apple	苹果	píng guǒ			Noun	[]	Chinese
Apple	pomme				Noun	[]	French
Apple	Apfel				Noun	[]	German
Apple	りんご		りんご		Noun	[]	Japanese
Apple	アップル		アップル		Noun	[]	Japanese
Apple	リンゴ		リンゴ		Noun	[]	Japanese
Apple	林檎		りんご		Noun	[]	Japanese
Apple	я́блоко			âbloko	Noun	[]	Russian
Apple	яблока			âbloka	Noun	[]	Russian
Apple	яблоко			âbloko	Noun	[]	Russian
Apple	яблочный			âbločnyj	Noun	[]	Russian
Apple	la manzana				Noun	[]	Spanish
Apple	manzana				Noun	[]	Spanish
Apple	manzanas				Noun	[]	Spanish
Apple	una manzana				Noun	[]	Spanish
Apple Cake	Apfelkuchen				Noun	[]	German
Apple Juice	Apfelsaft				Noun	[]	German
Apple Juice	яблочный сок			jablochnyi sok	Noun	[]	Russian
Apple Juice Spritzer	Apfelschorle				Noun	[]	German
Apple Spritzer	Apfelschorle				Noun	[]	German
Apple Strudel	Apfelstrudel				Noun	[]	German
Apple Tree	pommier				Noun	[]	French
Apple Tree	Apfelbaum				Noun	[]	German
Apples	Äpfel				Noun	[]	German
Apples	яблок			jablok	Noun	[]	Russian
Apples	яблоки			jabloki	Noun	[]	Russian
Apples	яблоках			jablokah	Noun	[]	Russian
Apples	яблока			jabloka	Noun	[]	Russian
Apples	яблоками			jablokami	Noun	[]	Russian
Applesauce	compote				Noun	[]	French
Appliance	电器	diàn qì			Noun	[]	Chinese
Appliance	appareil électroménager				Noun	[]	French
Appliance	d'appareil				Noun	[]	French
Appliance	d’appareil				Noun	[]	French
Appliance	l'appareil				Noun	[]	French
Appliance	l’appareil				Noun	[]	French
Appliance	das Gerät				Noun	[]	German
Appliance	Gerät				Noun	[]	German
Appliance	家電		かでん		Noun	[]	Japanese
Appliance	製品		せいひん		Noun	[]	Japanese
Appliance	бытовой			bytovoi	Noun	[]	Russian
Appliance	техникой			tehnikoi	Noun	[]	Russian
Appliance	прибор			pribor	Noun	[]	Russian
Appliance	бытовую			bytovuju	Noun	[]	Russian
Appliance	бытовыми			bytovymi	Noun	[]	Russian
Appliance	бытовая			bytovaja	Noun	[]	Russian
Appliance	бытовые			bytovye	Noun	[]	Russian
Appliance	electrodoméstico				Noun	[]	Spanish
Appliance	electrodomésticos				Noun	[]	Spanish
Appliances	製品		せいひん		Noun	[]	Japanese
Appliances	electrodoméstico				Noun	[]	Spanish
Applicable	échéant				Adjective	[]	French
Applicable In The Context Of Capital Gains And Losses	la compensación de pérdidas				Noun	[]	Spanish
Applicable To Certain Taxpayers	la deducción por alquiler de vivienda habitual				Noun	[]	Spanish
Applicable To Certain Taxpayers Under Specific Conditions	el régimen especial				Noun	[]	Spanish
Applicant	申请人	shēn qǐng rén			Noun	[]	Chinese
Applicant	candidat				Noun	[]	French
Applicant	Bewerber				Noun	[]	German
Applicant	希望者		きぼうしゃ		Noun	[]	Japanese
Applicant	志望者		しぼうしゃ		Noun	[]	Japanese
Applicants	Bewerber				Noun	[]	German
Applicants	Interessenten				Noun	[]	German
Applicants'	Bewerber				Noun	[]	German
Application	应用	yīng yòng			Noun	[]	Chinese
Application	申请	shēn qǐng			Noun	[]	Chinese
Application	申请表	shēn qǐng biǎo			Noun	[]	Chinese
Application	运用	yùnyòng			Noun	[]	Chinese
Application	appli				Noun	[]	French
Application	candidature				Noun	[]	French
Application	l'application				Noun	[]	French
Application	Antrag				Noun	[]	German
Application	Bewerbung				Noun	[]	German
Application	die Bewerbung				Noun	[]	German
Application	アプリケーション		アプリケーション		Noun, Verb, Suru Verb	[]	Japanese
Application	使用		しよう		Noun, Verb, Suru Verb	[]	Japanese
Application	利用		りよう		Noun, Verb, Suru Verb	[]	Japanese
Application	申請書		しんせいしょ		Noun, Verb, Suru Verb	[]	Japanese
Application	приложение			prilozhenie	Noun	[]	Russian
Application	обращение			obraschenie	Noun	[]	Russian
Application	заявление			zajavlenie	Noun	[]	Russian
Application	программу			programmu	Noun	[]	Russian
Application	примене́ние			primenenie	Noun	[]	Russian
