English	Russian	Latin Letters	Part of Speech
Diploma	дипломом	diplomom	Noun
Diploma	аттестат	attestat	Noun
Diploma	аттестатов	attestatov	Noun
Diplomat	диплома́т	diplomat	Noun
Direct	напра́вить	napravit'	Verb
Direct	непосре́дственный	neposredstvennyi	Verb
Direct	прямой	prjamoi	Verb
Direction	направле́ние	napravlenie	Noun
Direction	направление	napravlenie	Noun
Direction	сторона́	storona	Noun
Directions	указания	ukazanija	Noun
Directions	маршрут	marshrut	Noun
Directly	непосре́дственно	neposredstvenno	Adverb
Director	дире́ктор	direktor	Noun
Director	директор	direktor	Noun
Director	директора	direktora	Noun
Director	прави́тель	pravitel'	Noun
Director	режиссёр	režissër	Noun
Director's	директора	direktora	Noun
Directorate	управле́ние	upravlenie	Noun
Directors	директора	direktora	Noun
Dirt	грязь	grjaz'	Noun
Dirty	гря́зный	grjaznyi	Noun
Dirty	грязно	grâzno	Noun
Dirty	грязный	grjaznyi	Noun
Disagree	не согласен	ne soglasen	Noun
Disagree	не соглашаться	ne soglashat'sja	Noun
Disagreement	несогласие	nesoglasie	Noun
Disagreement	ссора	ssora	Noun
Disagreement	разногласие	raznoglasie	Noun
Disappear	исче́знуть	ischeznut'	Verb
Disappear	исчеза́ть	ischezat'	Verb
Disappear	исчезнут	ischeznut	Verb
Disappear	пропа́сть	propast'	Verb
Disappear	пропада́ть	propadat'	Verb
Disappointed	разочарованный	razocharovannyi	Verb
Disappointing	разочаровать	razocharovat'	Verb
Disappointing	разочаровывающий	razocharovyvajuschii	Verb
Disassemble	разобрать	razobratʹ	Noun
Disaster	катастрофа	katastrofa	Noun
Disaster	бедствие	bedstvie	Noun
Disc	диск	disk	Noun
Discard	вы́кинуть	vykinut'	Verb
Discharge	разря́д	razrjad	Noun
Discipline	дисципли́на	distsiplina	Noun
Disclosed	раскры́тый	raskrytyi	Verb
Discount	скидка	skidka	Noun
Discount	скидку	skidku	Noun
Discouraged	обескураженный	obeskurazhennyi	Verb
Discover	обнару́жить	obnaruzhit'	Verb
Discover	обнаружить	obnaruzhit'	Verb
Discovery	откры́тие	otkrytie	Noun
Disctrict Region Circuit	о́круг	okrug	Noun
Discuss	обсудить	obsuditʹ	Noun
Discuss	обсуждать	obsuždatʹ	Noun
Discuss	обсудим	obsudim	Noun
Discuss	обсуждают	obsuzhdajut	Noun
Discuss	обсуждаете	obsuzhdaete	Noun
Discuss	обсудят	obsudjat	Noun
Discussion	обсужде́ние	obsuzhdenie	Noun
Discussion	обсуждение	obsuzhdenie	Noun
Discussion	обсуждения	obsuzhdenija	Noun
Disease	болезни	bolezni	Noun
Disease	болезнь	bolezn'	Noun
Disease	заболевание	zabolevanie	Noun
Disease	заболева́ние	zabolevanie	Noun
Disgrace	позо́р	pozor	Noun
Disgust	отвраще́ние	otvraschenie	Noun
Disgusting	отврати́тельный	otvratitel'nyi	Adverb
Disgusting	отвратительный	otvratitel'nyi	Adverb
Disgusting	проти́вно	protivno	Adverb
Disgusting Or Nasty	проти́вный	protivnyi	Noun
Dish	блюдо	bljudo	Noun
Dish	блюде	bljude	Noun
Dishes	посуда	posuda	Noun
Dishonest	нечестный	nechestnyi	Noun
Disk	диск	disk	Noun
Dislike	не нравится	ne nravitsja	Noun
Dismissal	расчёт	raschet	Noun
Dismissal Or Resignation	отста́вка	otstavka	Noun
Dismount	спе́шить	speshit'	Verb
Disorder	расстро́йство	rasstroistvo	Noun
Display	дисплей	displei	Noun
Display-Case	витри́на	vitrina	Noun
Disposal	распоряже́ние	rasporjazhenie	Noun
Dispose	расположи́ть	raspolozhit'	Verb
Disposition Toward	расположе́ние	raspolozhenie	Noun
Dissatisfied	недово́льный	nedovol'nyi	Verb
Dissolve	разводи́ть	razvodit'	Verb
Distance	даль	dal'	Noun
Distance	расстоя́ние	rasstoânie	Noun
Distance	расстояние	rasstoânie	Noun
Distance	расстоянии	rasstojanii	Noun
Distant	да́льний	dalʹnij	Noun
Distant	дальний	dalʹnij	Noun
Distill	гнать	gnat'	Verb
Distinct	чёткий	chetkii	Noun
Distinction	отли́чие	otlichie	Noun
Distinctive Or Peculiar	своеобра́зный	svoeobraznyi	Noun
Distract	заговори́ть	zagovorit'	Verb
Distract	отвлекать	otvlekat'	Verb
District	райо́нный	raionnyi	Noun
District	район	rajon	Noun
District Committee	райко́м	raikom	Noun
Dive	нырну́ть	nyrnut'	Verb
Diverge	разойти́сь	razoitis'	Noun
Diverse	разнообра́зный	raznoobraznyi	Noun
Diverse	разнообразный	raznoobraznyi	Noun
Divert Path	сойти́	soiti	Verb
Diving	прыгать	prygatʹ	Verb
Diving	дайвинг	daiving	Verb
Division	диви́зия	divizija	Noun
Divorce	разво́д	razvod	Noun
Divorce	разводятся	razvodjatsja	Noun
Divorce	развестись	razvestis'	Noun
Divorce	развод	razvod	Noun
Divorce	развёлся	razvelsja	Noun
Divorce	разведёмся	razvedemsja	Noun
Divorce	развёл	razvel	Noun
Divorced	в разводе	v razvode	Verb
Dj	диджея	didzheja	Noun
Dj	диджей	didzhei	Noun
Dj	диджеем	didzheem	Noun
Dj	диджею	didzheju	Noun
Do	делает	delaet	Verb
Do	делать	delatʹ	Verb
Do	заниматься	zanimatʹsâ	Verb
Do	мыть	mytʹ	Verb
Do	поступи́ть	postupitʹ	Verb
Do	провести	provesti	Verb
Do	сделай	sdelaj	Verb
Do	сделать	sdelatʹ	Verb
Do	у тебя	u tebâ	Verb
Do ... Have To ?	должны	dolžny	Noun
Do ... Live	живут	živut	Noun
Do I Find	найти	najti	Noun
Do It	сделать	sdelat'	Noun
Do It	делать	delat'	Noun
Do It	выполнить	vypolnit'	Noun
Do It	сделать это	sdelat' eto	Noun
Do It	справиться	spravit'sja	Noun
Do Laundry	постирать	postiratʹ	Noun
Do Not	нет	net	Noun
Do Not	не	ne	Noun
Do Not Have	нет	net	Noun
Do Not Have A Mouse	мыши	myši	Noun
Do Or Is Done	де́латься	delat'sja	Verb
Do People	люди	lûdi	Noun
Do Their	их	ih	Noun
Do These	эти	éti	Noun
Do They	они	oni	Noun
Do They Eat	едят	edât	Noun
Do We Need	нужно	nužno	Noun
Do Without	обходиться без	obhodit'sja bez	Noun
Do Without	обойтись без	oboitis' bez	Noun
Do Without	жить без	zhit' bez	Noun
Do Without	справляться без	spravljat'sja bez	Noun
Do You	вам	vam	Noun
Do You	вы	vy	Noun
Do You	ты	ty	Noun
Do You Have	у тебя	u tebâ	Noun
Do You Have	у вас	u vas	Noun
Do You Have	есть	est'	Noun
Do You Have	у тебя есть	u tebja est'	Noun
Do You Have	у вас есть	u vas est'	Noun
Do You Know What I Mean	понимать	ponimat'	Noun
Do You Know What I Mean	ты понимаешь	ty ponimaesh'	Noun
Do You Know What I Mean	вы понимаете	vy ponimaete	Noun
Do You Know What I Mean	понял	ponjal	Noun
Do You Know What I Mean	поняли	ponjali	Noun
Do You Know What I Mean	ясно	jasno	Noun
Do You Know What I Mean	понятно	ponjatno	Noun
Do You Measure	измерить	izmeritʹ	Noun
Do You Mind If	вы не возражаете если	vy ne vozrazhaete esli	Noun
Do You Mind If	вы не против если	vy ne protiv esli	Noun
Do You Need	нужен	nužen	Noun
Do You Say	сказать	skazatʹ	Noun
Do You See	видите	vidite	Noun
Do You See	видишь	vidišʹ	Noun
Do You Think	думаете	dumaete	Noun
Do You Think	думаешь	dumaešʹ	Noun
Do You Understand	понимаешь	ponimaešʹ	Noun
Do You Want	хочешь	hočešʹ	Noun
Do You Want To Come	хочешь	hočešʹ	Noun
Do Your	ваши	vaši	Noun
Do Your	твои	tvoi	Noun
Dock	док	dok	Noun
Doctor	врач	vrač	Noun
Doctor	доктор	doktor	Noun
Doctor Of Philosophy	до́ктор	doktor	Noun
Doctor's Office	кабинет врача	kabinet vracha	Noun
Doctrine	уче́ние	uchenie	Noun
Document	бума́га	bumaga	Noun
Document	докуме́нт	dokument	Noun
Document	документ	dokument	Noun
Document	документе	dokumente	Noun
Document	документа	dokumenta	Noun
Document	лист	list	Noun
Documentary	документальный	dokumental'nyi	Noun
Documentary	документальных	dokumental'nyh	Noun
Documentary	документальные	dokumental'nye	Noun
Documentary	документального	dokumental'nogo	Noun
Dodgeball	доджбол	dodzhbol	Noun
Doer Or Actor	де́ятель	dejatel'	Noun
Does	в	v	Noun
Does	делает	delaet	Noun
Does	занимается	zanimaetsja	Noun
Does	–	–	Noun
Does	поступает	postupaet	Noun
Does	у	u	Noun
Does	он не	on ne	Noun
Does Anybody	кто-нибудь	kto-nibudʹ	Noun
Does Anyone	кто-то	kto-to	Noun
Does Everybody	все	vse	Noun
Does Have	есть	estʹ	Noun
Does He	он	on	Noun
Does He Like	нравятся	nravâtsâ	Noun
Does It	он	on	Noun
Does Ivan	иван	ivan	Noun
Does Not	нет	net	Noun
Does Not	не	ne	Noun
Does Not Have	нет	net	Noun
Does Not Have A Bird	птицы	pticy	Noun
Does Not Have A Father	папы	papy	Noun
Does One Write	писать	pisatʹ	Noun
Does Our	наш	naš	Noun
Does She	она	ona	Noun
Does That	тот	tot	Noun
Does The Concert	концерт	koncert	Noun
Does The Doctor	врач	vrač	Noun
Does The Music	музыка	muzyka	Noun
Does The Tiger	тигр	tigr	Noun
Does This	это	éto	Noun
Does Vera	вера	vera	Noun
Does Your	ваш	vaš	Noun
Does Your	ваша	vaša	Noun
Does Your	твой	tvoi	Noun
Does Your	твоя	tvoâ	Noun
Doesn't	не	ne	Noun
Doesn't	не делать	ne delat'	Noun
Doesn't	разве	razve	Noun
Doesn't Have Enough	недостаточно	nedostatočno	Noun
Dog	пёс	pes	Noun
Dog	соба́ка	sobaka	Noun
Dog	собака	sobaka	Noun
Dog	пес	pes	Noun
Dog	собаки	sobaki	Noun
Dog	собаку	sobaku	Noun
Dog House	бу́дка	budka	Noun
Dogs	собак	sobak	Noun
Dogs	собакам	sobakam	Noun
Dogs	собаки	sobaki	Noun
Dogs	псы	psy	Noun
Dogs	собаках	sobakah	Noun
Dogs'	собак	sobak	Noun
Doing	делает	delaet	Verb
Doing	делать	delatʹ	Verb
Doing	заниматься	zanimatʹsâ	Verb
Doing	поживать	pozhivat'	Verb
Doing	сделать	sdelatʹ	Verb
Doing Something Slowly	вози́ться	vozit'sja	Verb
Doll	ку́кла	kukla	Noun
Doll	куклу	kuklu	Noun
Doll	куклой	kukloi	Noun
Doll	кукла	kukla	Noun
Doll	кукле	kukle	Noun
Doll	куклы	kukly	Noun
Dollar	до́ллар	dollar	Noun
Dollar	доллар	dollar	Noun
Dollars	доллары	dollary	Noun
Dolphin	дельфин	del'fin	Noun
Dolphin	дельфина	del'fina	Noun
Dolphin	дельфином	del'finom	Noun
Dolphin	долфин	dolfin	Noun
Domain	до́ступ	dostup	Noun
Dome	ку́пол	kupol	Noun
Domestic	семе́йный	semeinyi	Noun
Dominoes	домино	domino	Noun
Don	дон	don	Noun
Don't	не	ne	Noun
Don't	нет	net	Noun
Don't Have To	не должны	ne dolzhny	Noun
Don't Have To	не обязаны	ne objazany	Noun
Don't Worry	не волнуйся	ne volnuisja	Noun
Don't Worry	не беспокойся	ne bespokoisja	Noun
Don't Worry	не переживай	ne perezhivai	Noun
Don't Worry	не волнуйтесь	ne volnuites'	Noun
Don't Worry	не беспокойтесь	ne bespokoites'	Noun
Donkey	ослика	oslika	Noun
Donkey	осёл	osel	Noun
Donkey	ослах	oslah	Noun
Donkey	осла	osla	Noun
Donkey	осликом	oslikom	Noun
Donkey	осле	osle	Noun
Donkey	ослом	oslom	Noun
Donkey	ослиный	oslinyi	Noun
Donkey	ослик	oslik	Noun
Doomed	обречённый	obrechennyi	Verb
Door	две́рца	dvertsa	Noun
Door	двери	dveri	Noun
Door	дверью	dver'ju	Noun
Door	дверной	dvernoi	Noun
Door	дверь	dver'	Noun
Door	дверная	dvernaja	Noun
Doors	двери	dveri	Noun
Doorstep	поро́г	porog	Noun
Dorm	общежитии	obschezhitii	Noun
Dorm	общежитие	obschezhitie	Noun
Dormitory	общежи́тие	obschezhitie	Noun
Dose	до́за	doza	Noun
Dot	точка	točka	Noun
Dot Com	точка ком	tochka kom	Noun
Double	в два раза	v dva raza	Noun
Double	двойно́й	dvoinoi	Noun
Doubt	вопросом	voprosom	Noun
Doubt	сомнение	somnenie	Noun
Doubt	сомневаешься	somnevaesh'sja	Noun
Doubt	сомнения	somnenija	Noun
Doubt	сомневаюсь	somnevajus'	Noun
Doubt	сомневаются	somnevajutsja	Noun
Doubt	сомне́ние	somnenie	Noun
Doubtful	сомневаться	somnevat'sja	Noun
Doubtful	сомни́тельный	somnitel'nyi	Noun
Dove	голубь	golubʹ	Noun
Down	вниз	vniz	Noun
Down	по	po	Noun
Download	скачать	skačatʹ	Noun
Downstairs	внизу	vnizu	Noun
Downtown	центр города	tsentr goroda	Noun
Downtown	в центр города	v tsentr goroda	Noun
Downtown	в центре города	v tsentre goroda	Noun
Downtown	центра города	tsentra goroda	Noun
Downwards	вниз	vniz	Noun
Doze	дрема́ть	dremat'	Verb
Dozen	деся́ток	desjatok	Noun
Dozen	дюжина	dûžina	Noun
Drag On	затяну́ться	zatjanut'sja	Verb
Drag On	потяну́ться	potjanut'sja	Verb
Dragon	драко́н	drakon	Noun
Dragon	дракон	drakon	Noun
Dragon	дракона	drakona	Noun
Dragon	драконом	drakonom	Noun
Dragon	драконах	drakonah	Noun
Dragon	дракону	drakonu	Noun
Dragon	драконе	drakone	Noun
Drama	драме	drame	Noun
Drama	драмой	dramoi	Noun
Dramatic	драматичный	dramatichnyi	Noun
Drat	блин	blin	Noun
Drat!	блин	blin	Noun
Draw	нарисуй	narisuj	Noun
Draw	рисовать	risovatʹ	Noun
Draw Attention	привле́чь	privlech'	Verb
Draw Out	вы́тянуть	vytjanut'	Verb
Drawer	я́щик	jaschik	Noun
Drawer	ящику	jaschiku	Noun
Drawer	ящика	jaschika	Noun
Drawer	ящике	jaschike	Noun
Drawer	ящик	jaschik	Noun
Drawer	ящиках	jaschikah	Noun
Drawer	выдвижном	vydvizhnom	Noun
Drawer	ящиков	jaschikov	Noun
Drawing	рисовать	risovatʹ	Verb
Drawing	рису́нок	risunok	Verb
Drawing	рисует	risuet	Verb
Drawing	рисунок	risunok	Verb
Drawing	рисующий	risuûŝij	Verb
Drawn	закрытыми	zakrytymi	Noun
Drawn	нарисованный	narisovannyi	Noun
Drawn	рисовал	risoval	Noun
Drawn	нарисованную	narisovannuju	Noun
Drawn	нарисовать	narisovatʹ	Noun
Draws	рисует	risuet	Noun
Dream	мечта́	mechta	Verb
Dream	мечта́ть	mečtatʹ	Verb
Dream	мечтать	mečtatʹ	Verb
Dream	сон	son	Verb
Dream Job	работа мечты	rabota mechty	Noun
Dream Job	идеальная работа	ideal'naja rabota	Noun
Dream Job	желаемая работа	zhelaemaja rabota	Noun
Dream Job	работа мечтаний	rabota mechtanii	Noun
Dreaming	мечтать	mečtatʹ	Verb
Dress	одева́ться	odevatʹsâ	Verb
Dress	одеваться	odevatʹsâ	Verb
Dress	пла́тье	platʹe	Verb
Dress	платье	platʹe	Verb
Dress	туале́т	tualet	Verb
Dress Boot	боти́нок	botinok	Noun
Dress Code	дресс-код	dress-kod	Noun
Dress Shoe	ту́фля	tuflja	Noun
Dressed	оде́тый	odetyi	Verb
Dressed	одевшись	odevšisʹ	Verb
Dresser	комоде	komode	Noun
Dresser	комод	komod	Noun
Dresses	платья	plat'ja	Noun
Dresses	одевает	odevaet	Noun
Dresses	платьев	plat'ev	Noun
Dresses	платьями	plat'jami	Noun
Dresses	платьях	plat'jah	Noun
Dressing	заправка	zapravka	Verb
Drew	нарисовала	narisovala	Noun
Drew	рисовала	risovala	Noun
Drew	рисовал	risoval	Noun
Drew	привлекло	privleklo	Noun
Drew	нарисовал	narisoval	Noun
Drew	привлекла	privlekla	Noun
Drink	выпить	vypitʹ	Verb
Drink	глото́к	glotok	Verb
Drink	напи́ток	napitok	Verb
Drink	пей	pej	Verb
Drink	пить	pitʹ	Verb
Drink	пью	pʹû	Verb
Drink	пьют	pʹût	Verb
Drink	пьёт	pʹët	Verb
Drink	пьёшь	pʹëšʹ	Verb
Drinking	пить	pitʹ	Verb
Drinking	пью	pʹû	Verb
Drinking	пьют	pʹût	Verb
Drinking	пьющий	pʹûŝij	Verb
Drinking	пьёт	pʹët	Verb
Drinking	пьёшь	pʹëšʹ	Verb
Drinks	пьёт	pʹët	Noun
Drive	вести	vesti	Verb
Drive	гнать	gnat'	Verb
Drive	гоня́ть	gonjat'	Verb
Drive	ездить	ezditʹ	Verb
Drive	ехать	ehatʹ	Verb
Drive	пое́здка	poezdka	Verb
Drive	поехать	poehatʹ	Verb
Drive	проехать	proehatʹ	Verb
Driven	целеустремлённым	tseleustremlennym	Noun
