English	German	Part of Speech
Do	Unternimmt	Verb
Do	unternommen	Verb
Do	vollbracht	Verb
Do Eat	fressen	Verb
Do Eat	isst	Verb
Do Find	finden	Verb
Do It	Schaffe	Noun
Do Know	wissen	Verb
Do Know	Wissen	Verb
Do Live	das Leben	Verb
Do Live	Leben	Verb
Do Play	Spiele	Noun
Do You Know What I Mean	Weißt du	Noun
Do You Like	der Gefallen	Verb
Do You Like	Gefallen	Verb
Do You Like	gefällt dir	Verb
Do You Like	gefällt euch	Verb
Do You Like	gefällt Ihnen	Verb
Do You Like	mögen Sie	Verb
Do You Like	mögt ihr	Verb
Do You Think I'd Be Able To	Denken	Noun
Do You Think I'd Be Able To	Glauben	Noun
Do You Think I'd Be Able To	Können	Noun
Do You Think I'd Be Able To	Meinen	Noun
Do You Think I'd Be Able To	Schaffen	Noun
Dock	der Hafen	Noun
Dock	Hafen	Noun
Dock	Steg	Noun
Doctor	Arzt	Noun
Doctor	Arztpraxis	Noun
Doctor	die Arztpraxis	Noun
Doctor	Hausärztin	Noun
Doctor	Ärztin	Noun
Doctor's	Arztbesuch	Noun
Doctor's	Arztpraxis	Noun
Doctor's	die Arztpraxis	Noun
Doctor's	die Praxis	Noun
Doctor's	Praxis	Noun
Doctor's	Sprechstunde	Noun
Doctor's Appointment	Arzttermin	Noun
Doctor's Appointment	der Arzttermin	Noun
Doctor's Office	Arztpraxis	Noun
Doctor's Office	die Arztpraxis	Noun
Doctor's Office	die Praxis	Noun
Doctor's Office	Praxis	Noun
Doctor's Visit	Arztbesuch	Noun
Doctors	Ärzte	Noun
Doctors'	Ärzte	Noun
Doctrine	der Grundsatz	Noun
Doctrine	Grundsatz	Noun
Document	das Dokument	Noun
Document	die Unterlagen	Noun
Document	Dokument	Noun
Document	Unterlagen	Noun
Documentaries	Dokufilme	Noun
Documentary	der Dokumentarfilm	Noun
Documentary	die Dokumentation	Noun
Documentary	Doku	Noun
Documentary	Dokumentarfilm	Noun
Documentary	Dokumentarfilme	Noun
Documentary	Dokumentation	Noun
Documents	Dokumente	Noun
Dodgeball	Völkerball	Noun
Dodging The Fare	Schwarzfahren	Noun
Does	die Macht	Noun
Does	Wird	Noun
Does Do	die Macht	Noun
Does Do	Macht	Noun
Does Make	die Macht	Noun
Does Make	Macht	Noun
Dog	Hund	Noun
Dog's	Hunde	Noun
Doggy	Hündchen	Noun
Dogs	Hunde	Noun
Dogs	Hunden	Noun
Dogs'	Hunde	Noun
Dogs'	Hunden	Noun
Doing	das Unternehmen	Noun
Doing	die Macht	Noun
Doing	Treibst	Noun
Doll	Puppe	Noun
Dollar	Dollar	Noun
Dollars	Dollar	Noun
Dolphin	Delfin	Noun
Dolphin	Delfinen	Noun
Dolphin	Delfins	Noun
Dolphin	Delphin	Noun
Domestic	das Inland	Noun
Domestic	Inland	Noun
Domestic Articles	Haushaltsartikel	Noun
Domestically	häuslich	Adverb
Domestically	national	Adverb
Dominoes	Domino	Noun
Don't	das Verbot	Noun
Don't	Verbot	Noun
Donates	schenken	Verb
Donates	spenden	Verb
Donating	schenken	Verb
Donating	spenden	Verb
Donations	spenden	Verb
Donations	Spenden	Verb
Doner	Döner	Noun
Doner Kebab	Döner	Noun
Donkey	Esel	Noun
Donut	Berliner	Noun
Door	die Haustür	Noun
Door	Haustür	Noun
Door	Tür	Noun
Door Mirror	Seitenspiegel	Noun
Dorm	das Studentenwohnheim	Noun
Dorm	Studentenwohnheim	Noun
Dormitory	das Wohnheim	Noun
Dormitory	Wohnheim	Noun
Double	Doppel	Noun
Double	Doppel-	Noun
Double Click	der Doppelklick	Noun
Double Click	Doppelklick	Noun
Double Room	das Doppelzimmer	Noun
Double Room	Doppelzimmer	Noun
Double-Click	der Doppelklick	Noun
Double-Click	Doppelklick	Noun
Doubt	der Zweifel	Noun
Doubt	Zweifel	Noun
Doubted	anzweifeln	Verb
Doubted	bezweifeln	Verb
Doubts	der Zweifel	Noun
Doubts	Zweifel	Noun
Dough	Teig	Noun
Down	Bergab	Noun
Down	Runter	Noun
Down	Unten	Noun
Down	Wurf	Noun
Download	downloaden	Verb
Download	heruntergeladen	Verb
Download	herunterladen	Verb
Download	lädst herunter	Verb
Downloaded	heruntergeladen	Verb
Downloading	herunterladen	Verb
Downtown	die Innenstadt	Noun
Downtown	Innenstadt	Noun
Downtown	Stadtzentrum	Noun
Downturn	Rezession	Noun
Dozen	das Dutzend	Noun
Dozen	Dutzend	Noun
Draft	der Entwurf	Noun
Draft	Entwurf	Noun
Drafted	aufstellen	Verb
Drafted	einziehen	Verb
Drafted	entwerfen	Verb
Drafted	erstellen	Verb
Drafts	der Entwurf	Noun
Drafts	Entwurf	Noun
Drag Lift	Skilift	Noun
Dragon	Drache	Noun
Dragon	Drachen	Noun
Dragons	Drachen	Noun
Drama	Drama	Noun
Dramatically	dramatisch	Adverb
Dramatically	erheblich	Adverb
Dramatically	stark	Adverb
Dramatizing	dramatisieren	Verb
Dramatizing	übertreiben	Verb
Draw	Gleichstand	Noun
Draw	Lose	Noun
Draw	Malst	Noun
Draw	Tie	Noun
Draw	Unentschieden	Noun
Draw	Zeichnen	Noun
Draw	Zeichnest	Noun
Draw	Zeichneten	Noun
Draw	Ziehe	Noun
Draw Your Attention To	die Aufmerksamkeit auf etwas lenken	Noun
Drawer	Schublade	Noun
Drawing	aufstellen	Verb
Drawing	das Vergehen	Noun
Drawing	die Zeichnung	Noun
Drawing	erhalten	Verb
Drawing	vergehen	Verb
Drawing	wegnehmen	Verb
Drawing	wegziehen	Verb
Drawing	zeichne	Verb
Drawing	zeichnen	Verb
Drawing	Zeichnen	Verb
Drawing	zeichnet	Verb
Drawing	Zeichnung	Verb
Drawing	ziehen	Verb
Drawn	abfahren	Verb
Drawn	abfassen	Verb
Drawn	abgefahren	Verb
Drawn	abgefasst	Verb
Drawn	abgelassen	Verb
Drawn	ablassen	Verb
Drawn	angelockt	Verb
Drawn	angezogen	Verb
Drawn	anlocken	Verb
Drawn	anziehen	Verb
Drawn	Attraktion	Verb
Drawn	aufgejagt	Verb
Drawn	aufgesetzt	Verb
Drawn	aufgestellt	Verb
Drawn	aufgestöbert	Verb
Drawn	aufgezogen	Verb
Drawn	aufjagen	Verb
Drawn	aufsetzen	Verb
Drawn	aufstellen	Verb
Drawn	aufstöbern	Verb
Drawn	aufziehen	Verb
Drawn	ausdehnen	Verb
Drawn	ausgedehnt	Verb
Drawn	ausgenommen	Verb
Drawn	ausgezogen	Verb
Drawn	Auslosung	Verb
Drawn	ausnehmen	Verb
Drawn	ausweiden	Verb
Drawn	ausziehen	Verb
Drawn	bekommen	Verb
Drawn	beziehen	Verb
Drawn	bezogen	Verb
Drawn	dargestellt	Verb
Drawn	darstellen	Verb
Drawn	das Vergehen	Noun
Drawn	der Zug	Noun
Drawn	die Attraktion	Noun
Drawn	einfahren	Verb
Drawn	eingefahren	Verb
Drawn	eingeholt	Verb
Drawn	einholen	Verb
Drawn	entwerfen	Verb
Drawn	entworfen	Verb
Drawn	erhalten	Verb
Drawn	fahren	Verb
Drawn	finden	Verb
Drawn	fliegen	Verb
Drawn	fortgeschritten	Verb
Drawn	fortschreiten	Verb
Drawn	gefahren	Verb
Drawn	geflogen	Verb
Drawn	gefunden	Verb
Drawn	gegangen	Verb
Drawn	gehen	Verb
Drawn	genaht	Verb
Drawn	geschöpft aus	Verb
Drawn	gespannt	Verb
Drawn	gezeichnet	Verb
Drawn	gezogen	Verb
Drawn	herangezogen	Verb
Drawn	heranziehen	Verb
Drawn	herausgestellt	Verb
Drawn	herausgezogen	Verb
Drawn	herausstellen	Verb
Drawn	herausziehen	Verb
Drawn	hergestellt	Verb
Drawn	herstellen	Verb
Drawn	hineingezogen	Verb
Drawn	hineinziehen	Verb
Drawn	in die Länge ziehen	Verb
Drawn	kürzer werden	Verb
Drawn	losfahren	Verb
Drawn	losgefahren	Verb
Drawn	länger werden	Verb
Drawn	nahen	Verb
Drawn	Publikumserfolg	Verb
Drawn	Remis	Verb
Drawn	schöpfen aus	Verb
Drawn	sich zurückziehen	Verb
Drawn	spannen	Verb
Drawn	Tombola	Verb
Drawn	unentschieden	Verb
Drawn	vergangen	Verb
Drawn	vergehen	Verb
Drawn	verzogen	Verb
Drawn	weggelockt	Verb
Drawn	weggenommen	Verb
Drawn	weggezogen	Verb
Drawn	weglocken	Verb
Drawn	wegnehmen	Verb
Drawn	wegziehen	Verb
Drawn	zeichnen	Verb
Drawn	ziehen	Verb
Drawn	Ziehung	Verb
Drawn	Zug	Verb
Drawn	zum Mitmachen überreden	Verb
Drawn	zurückgegriffen auf	Verb
Drawn	zurückgewichen	Verb
Drawn	zurückgezogen	Verb
Drawn	zurückgreifen auf	Verb
Drawn	zurückweichen	Verb
Drawn	zurückziehen	Verb
Dream	der Lebenstraum	Noun
Dream	der Traum	Noun
Dream	Lebenstraum	Noun
Dream	Traum	Noun
Dream Job	Traumberuf	Noun
Dream Of The Future	der Zukunftstraum	Noun
Dream Partner	Traumpartner	Noun
Dreamer	Träumer	Noun
Dreamers	Träumer	Noun
Dresden	Dresden	Noun
Dress	Kleid	Noun
Dress	Kleides	Noun
Dress Code	Dresscode	Noun
Dress Code	Kleiderordnung	Noun
Dress Code	Kleidervorschrift	Noun
Dressed	angezogen	Verb
Dressed	gekleidete	Verb
Dressed	gekleideten	Verb
Dressed	verkleidet	Verb
Dressed	verkleidete	Verb
Dresser	Kommode	Noun
Dresser's	Kommode	Noun
Dressers	Kommode	Noun
Dresses	die Kleider	Noun
Dresses	Kleider	Noun
Dresses	Kleidern	Noun
Dressing	dressing	Verb
Dressing Gown	Bademantel	Noun
Dressing Gown	der Bademantel	Noun
Dressing Room	Umkleide	Noun
Dressing Room	Umkleideraum	Noun
Dressing Rooms	Umkleidekabinen	Noun
Dribbled	dribbeln	Verb
Dribbling	dribbeln	Verb
Dried	abtrocknen	Verb
Drink	Drinks	Noun
Drink	Erfrischung	Noun
Drink	Flüssiges	Noun
Drink	Getränk	Noun
Drink	Trinken	Noun
Drink Menu	Getränkekarte	Noun
Drinking	getrunken	Verb
Drinking Water	Trinkwasser	Noun
Drinks	Getränke	Noun
Drinks	Getränken	Noun
Drip	Gieß	Noun
Drive	Aktion	Noun
Drive	die Kampagne	Noun
Drive	Fahr	Noun
Drive	Fahren	Noun
Drive	Kampagne	Noun
Drive	motivieren	Verb
Driver	Autofahrer	Noun
Driver	Fahrer	Noun
Driver's	Fahrer	Noun
Driver's License	Führerschein	Noun
Drivers	Autofahrer	Noun
Driveway	Einfahrt	Noun
Driving	fahre	Verb
Driving	fahren	Verb
Driving	fährst	Verb
Driving	fährt	Verb
Driving	fährt Auto	Verb
Driving A Car	Autofahren	Noun
Driving Test	Fahrprüfung	Noun
Driving Test	Fahrtest	Noun
Driving Test	Führerscheinprüfung	Noun
Drool	Speichel	Noun
Drop	der Rückgang	Noun
Drop	Rückgang	Noun
Drop	Tropfen	Noun
Dropped	Absturz	Noun
Dropped	der Gefallen	Noun
Dropped	Gefallen	Noun
Drops	Tropfen	Noun
Drought	die Dürre	Noun
Drought	Dürre	Noun
Drove	Aktion	Noun
Drove	Antrieb	Noun
Drove	Auffahrt	Noun
Drove	der Antrieb	Noun
Drove	die Herde	Noun
Drove	die Kampagne	Noun
Drove	Drive	Noun
Drove	Einfahrt	Noun
Drove	Fahrt	Noun
Drove	Herde	Noun
Drove	Kampagne	Noun
Drove	Laufwerk	Noun
Drove	lenken	Verb
Drove	Schar	Noun
Drove	Straße	Noun
Drove	Tatkraft	Noun
Drove	Treibschlag	Noun
Drove	Trieb	Noun
Drove	Vorstoß	Noun
Drug	die Medizin	Noun
Drug	Droge	Noun
Drug	Medikament	Noun
Drug	Medikaments	Noun
Drug	Medizin	Noun
Drug	Mittel	Noun
Drug Store	der Drogeriemarkt	Noun
Drug Store	Drogeriemarkt	Noun
Drug's	Medikament	Noun
Drugs	Medikament	Noun
Drugs	Medikamente	Noun
Drugstore	Apotheke	Noun
Drugstore	Drogerie	Noun
Drugstore	Drogerien	Noun
Drum	Trommel	Noun
Drummer	Schlagzeuger	Noun
Drummers	Schlagzeuger	Noun
Drums	das Schlagzeug	Noun
Drums	Schlagzeug	Noun
Drunk	Betrunkene	Noun
Drunk	Betrunkener	Noun
Dry Rot	Schwamm	Noun
Dry Spell	die Dürre	Noun
Dry Spell	Dürre	Noun
Dryer	Föhn	Noun
Dryer	Trockner	Noun
Dryers	Trockner	Noun
Dryness	die Dürre	Noun
Dryness	Dürre	Noun
Duck	Ente	Noun
Ducks	Enten	Noun
Due Date	Termin	Noun
Due To	aufgrund	Verb
Due To	wegen	Verb
Duffel Bags	Reisetaschen	Noun
Duffle Bag	Reisetasche	Noun
Dumbbell	Hantel	Noun
Dumbbells	Hantel	Noun
Dummy	der Schnuller	Noun
Dummy	Schnuller	Noun
Dumpling	Kloß	Verb
Dumpling	Knödel	Verb
Dumplings	Knödel	Noun
Dumplings	Maultaschen	Noun
Dung Fork	Mistgabel	Noun
Durability	Nachhaltigkeit	Noun
Duration	Dauer	Noun
Duration	der Dauer	Noun
During	bei	Verb
During	während	Verb
During	währenddessen	Verb
During	über	Verb
Dust	Blütenstaub	Noun
Dust	der Staub	Noun
Dust	Staub	Noun
Dust	Staubwischen	Noun
Dust Jacket	Buchumschlag	Noun
Dutch	Holländisch	Noun
Dutch	Niederländisch	Noun
Duties	Aufgaben	Noun
Duty	Aufgabe	Noun
Duty	die Gebühr	Noun
Duty	die Geschäftsreise	Noun
Duty	die Pflicht	Noun
Duty	die Verpflichtung	Noun
Duty	Geschäft	Noun
Duty	Geschäftsreise	Noun
Duty	Pflicht	Noun
Duty	Verantwortlichkeiten	Noun
Duty	Verpflichtung	Noun
Duty	Zoll	Noun
Duty	Zolls	Noun
Duvet	Bettdecke	Noun
Dvd	DVD	Noun
Dye	Farbe	Noun
Dyeing	färben	Verb
Dyslexia	Legasthenie	Noun
Dyspnea	Atemnot	Noun
Döner	Döner	Noun
Düsseldorf	Düsseldorf	Noun
E-Mail	E-Mail	Noun
E-Mail Address	E-Mail-Adresse	Noun
E-Mails	E-Mails	Noun
E-Shop	Onlineshop	Noun
Eagle	Adler	Noun
Eagle	Adlers	Noun
Ear	das Ohr	Noun
Ear	Ohr	Noun
Ear	Ohren	Noun
Earache	Ohrenschmerzen	Noun
Early	früh	Adverb
Early	frühe	Adverb
Early	frühem	Adverb
Early	frühen	Adverb
Early	früher	Adverb
Early	frühes	Adverb
Early	frühzeitig	Adverb
Early	frühzeitige	Adverb
Early	frühzeitiges	Adverb
Early	vorzeitig	Adverb
Early Bird	Frühaufsteher	Noun
Early Days	Anfang	Noun
Early Days	Anfangsphase	Noun
Early Days	Anfangstage	Noun
Early Days	Anfangszeit	Noun
Early Days	der Anfang	Noun
Early Days	Frühphase	Noun
Early Days	Frühzeit	Noun
Early Riser	Frühaufsteher	Noun
Early Start Of School	Schulbeginn	Noun
Earn	Verdient	Noun
Earphones	Kopfhörer	Noun
Earring	der Ohrring	Noun
Earring	Ohrring	Noun
Earrings	Ohrringe	Noun
Earrings	Ohrringen	Noun
Earth	Boden	Noun
Earth	der Boden	Noun
Earth	die Erde	Noun
Earth	die Welt	Noun
Earth	Erde	Noun
Earth	Erden	Noun
Earth	Erdgeschoss	Noun
Earth	Erdung	Noun
Earth	Welt	Noun
Earth Slip	Erdrutsch	Noun
Earth's	die Erde	Noun
Earth's	Erde	Noun
Earth's Atmosphere	Erdatmosphäre	Noun
Earthquake	Erdbeben	Noun
Earthquake	Erdbebens	Noun
Earthquakes	Erdbeben	Noun
Earthslide	Erdrutsch	Noun
Eases	beruhigen	Verb
Eases	entspannen	Verb
Eases	erleichtern	Verb
Easier	Leichterem	Noun
Easier	Leichteres	Noun
Easily	eher	Adverb
Easily	einfach	Adverb
Easily	leicht	Adverb
Easily	leichter	Adverb
Easily	mühelos	Adverb
East	Ost	Noun
East	Osten	Noun
Easter	Ostern	Noun
Eastern	Ost	Noun
Easygoing	entspannt	Verb
Easygoing	gelassen	Verb
Eat	Aßen	Verb
Eat	dich ernähren	Verb
Eat	ernähren	Verb
Eat	esse	Verb
Eat	essen	Verb
Eat	Essen	Verb
Eat	esst	Verb
Eat	fressen	Verb
Eat	frisst	Verb
Eat	gegessen	Verb
Eat	iss	Verb
Eat	isst	Verb
Eat	Isst	Verb
Eat	schlang	Verb
Eat	äße	Verb
Eating	esse	Verb
Eating	Essen	Verb
Eating	essen	Verb
Eating	esst	Verb
Eating	fressen	Verb
Eating	frisst	Verb
Eating	isst	Verb
Eating Plan	Ernährungsplan	Noun
Eating Table	Esstisch	Noun
Echinacea	Sonnenhut	Noun
Eclipse Of The Sun	die Sonnenfinsternis	Noun
Eclipse Of The Sun	Sonnenfinsternis	Noun
Eco-Friendly	klimafreundlich	Adverb
Eco-Tourism	Ökotourismus	Noun
Ecological Tourism	Ökotourismus	Noun
Ecologically	ökologisch	Adverb
Economic Downturn	Rezession	Noun
Economic Recession	Rezession	Noun
Economic Total Loss	Totalschaden	Noun
Economically	sparsam	Adverb
Economically	wirtschaftlich	Adverb
Economics	Volkswirtschaftslehre	Noun
Economist	der Ökonom	Noun
Economist	Ökonom	Noun
Economist's	der Ökonom	Noun
Economist's	Ökonom	Noun
Economy	Sparsamkeit	Noun
Economy	Wirtschaft	Noun
Ecotourism	Ökotourismus	Noun
Edge	das Ufer	Noun
Edge	der Rand	Noun
Edge	der Vorsprung	Noun
Edge	die Klinge	Noun
Edge	Ecke	Noun
Edge	Ecken	Noun
Edge	Kante	Noun
Edge	Rand	Noun
Edge	Rande	Noun
Edge	Saum	Noun
Edge	Schneide	Noun
Edge	Schärfe	Noun
Edge	Ufer	Noun
Edge	Vorsprungs	Noun
Edge Of My Seat	der Nervenkitzel	Noun
Edge Of My Seat	die Spannung	Noun
Edge Of My Seat	Hochspannung	Noun
Edge Of My Seat	Nervenkitzel	Noun
Edge Of My Seat	Spannung	Noun
Edit	die Korrektur	Noun
Edit	Korrektur	Noun
Edition	Ausgabe	Noun
Editions	Ausgaben	Noun
Editor	Redakteur	Noun
Editor's	Redakteur	Noun
Editor-In-Chief	Redakteur	Noun
Educated	ausgebildet	Verb
Education	Ausbildung	Noun
Education	Bildung	Noun
Education	die Bildung	Noun
Education	die Erziehung	Noun
Education	Erziehung	Noun
Educational Literature	Sachliteratur	Noun
Educator	Erzieher	Noun
Educator	Lehrer	Noun
Eerily	unheimlich	Adverb
Effect	Auswirkung	Noun
Effect	Auswirkungen	Noun
Effect	der Effekt	Noun
Effect	der Sinn	Noun
Effect	die Auswirkung	Noun
Effect	die Kraft	Noun
Effect	die Wirkung	Noun
Effect	Effekt	Noun
Effect	Eigentum	Noun
Effect	erzielen	Verb
Effect	Gültigkeit	Noun
Effect	Inhalt	Noun
Effect	Kraft	Noun
Effect	Sinn	Noun
Effect	Wirkung	Noun
Effects	Auswirkung	Noun
Effects	Auswirkungen	Noun
Effects	die Auswirkung	Noun
Effects	die Kraft	Noun
Effects	die Wirkung	Noun
Effects	Eigentum	Noun
Effects	Inhalt	Noun
Effects	Kraft	Noun
Effects	Wirkung	Noun
Efficiently	effizient	Adverb
Effort	Anstrengung	Noun
Effort	Aufwand	Noun
Effort	der Aufwand	Noun
Effort	der Versuch	Noun
Effort	die Anstrengung	Noun
Effort	die Mühe	Noun
Effort	Mühe	Noun
Effort	Versuch	Noun
Efforts	Anstrengung	Noun
Efforts	der Versuch	Noun
Efforts	die Anstrengung	Noun
Efforts	die Leistung	Noun
Efforts	Leistung	Noun
Efforts	Versuch	Noun
Egg White	Eiweiß	Noun
Egg Yolk	Eigelb	Noun
Eggplant	Aubergine	Noun
Eggs	Eier	Noun
Egypt	Ägypten	Noun
Eighth	Achte	Noun
Eighth	Achtel	Noun
Elaboration	Entwicklung	Noun
Elbow	Ellbogen	Noun
Elbow	Ellenbogen	Noun
Elderly	betagt	Adverb
Elderly	betagten	Adverb
Elderly	Old	Adverb
Elderly	älter	Adverb
Elderly	Ältere	Adverb
Elderly	ältere	Adverb
Elderly	älteren	Adverb
Elderly People	Senioren	Noun
Election	die Wahl	Noun
Election	Wahl	Noun
Election Campaign	Wahlkampf	Noun
Election Outcome	Wahlergebnis	Noun
Election Result	Wahlergebnis	Noun
Election Tally	Wahlergebnis	Adverb
Elector	Wähler	Noun
Electoral Campaign	Wahlkampf	Noun
Electric	Strom	Noun
Electric Car	Elektroauto	Noun
Electric Kettle	Wasserkocher	Noun
Electrical	Elektro	Noun
Electrician	Elektriker	Noun
Electricians	Elektriker	Noun
Electricity	Strom	Noun
Electricity	Stromrechnung	Noun
Electronic Banking	das Onlinebanking	Noun
Electronic Banking	Onlinebanking	Noun
Electronic Game	das Videospiel	Noun
Electronic Music	der Techno	Noun
Electronic Music	Techno	Noun
Electronically	elektronisch	Adverb
Electronics Store	Elektrogeschäft	Noun
Electronics Store	Elektrogeschäfts	Noun
Electronics Store	Elektroladen	Noun
Electronics Stores	Elektroläden	Noun
Element	das Element	Noun
Elementary School	Grundschule	Noun
Elephant	Elefant	Noun
Elephant	Elefanten	Noun
Elephant's	Elefant	Noun
Elephant's	Elefanten	Noun
Elephants	Elefanten	Noun
Elevator	Aufzug	Noun
Elongation	Verlängerung	Noun
Email	E-Mail	Noun
Email	E-Mails	Noun
Email	eine E-Mail schicken	Noun
Emails	E-Mails	Noun
Embarrassed	verlegen	Verb
Embarrassing	peinlich	Verb
Embarrassment	Blamage	Noun
Embarrassment	die Blamage	Noun
Embarrassment	Peinlichkeit	Noun
Embarrassment	Scham	Noun
Embassy	Botschaft	Noun
Embassy	die Botschaft	Noun
Emblem	das Siegel	Noun
Emblem	Siegel	Noun
Emblem	Wahrzeichen	Noun
Embrace	umarmen	Verb
Emerged	entstehen	Verb
Emerged	erscheinen	Verb
Emergency	Notfall	Noun
Emergency Call	der Notruf	Noun
Emergency Call	Notruf	Noun
Emergency Contact Number	Notrufnummer	Noun
Emergency Doctor	Notarzt	Noun
Emergency Exit	Notausgang	Noun
Emergency Kit	Verbandkasten	Noun
Emergency Lane	Standstreifen	Noun
Emergency Medical Doctor	Notarzt	Noun
Emergency Medical Officer	Notarzt	Noun
Emergency Number	Notrufnummer	Noun
Emergency Phone Number	Notrufnummer	Noun
Emergency Physician	Notarzt	Noun
Emergency Plan	Notfallplan	Noun
Emergency Response Plan	Notfallplan	Noun
Emergency Room	Notaufnahme	Noun
Emergency Shoulder	Standstreifen	Noun
Emergency Stopping Lane	Standstreifen	Noun
Emergency Telephone Number	Notrufnummer	Noun
Emigrated	auswandern	Verb
Emigration	Auswanderung	Noun
Emission	Abgas	Noun
Emotion	Bewegung	Noun
Emotion	das Gefühl	Noun
Emotion	die Bewegung	Noun
Emotion	die Emotion	Noun
Emotion	Gefühl	Noun
Emotional Distance	die Distanz	Noun
Emotional Distance	Distanz	Noun
Emotional Well-Being	Wohlbefinden	Noun
Emotions	Emotionen	Noun
Emotions	Gefühle	Noun
Empathetically	einfühlsam	Adverb
Empathetically	empathisch	Adverb
Empathetically	mitfühlend	Adverb
Empathetically	verständnisvoll	Adverb
Empathy	das Mitgefühl	Noun
Empathy	Mitgefühl	Noun
Emperor	Kaiser	Noun
Emperor	Kaisers	Noun
Emphasis	Betonung	Noun
Employed	beschäftigt	Verb
Employee	Angestellte	Noun
Employee	Angestellter	Noun
Employee	Arbeitnehmer	Noun
Employee	Arbeitnehmerin	Noun
Employee	die Kraft	Noun
Employee	Kraft	Noun
Employee	Mitarbeiter	Noun
Employee	Mitarbeiterin	Noun
Employee	Vorstellungskraft	Noun
Employee's	Angestellter	Noun
Employee's	Arbeitnehmer	Noun
Employee's	Mitarbeiter	Noun
Employees	Arbeitnehmer	Noun
Employees	Mitarbeiter	Noun
Employee’s	Angestellter	Noun
Employee’s	Arbeitnehmer	Noun
Employee’s	Mitarbeiter	Noun
Employer	Arbeitgeber	Noun
Employer	Arbeitgeberin	Noun
Employment	Arbeit	Noun
Employment	Beschäftigung	Noun
Employment	die Beschäftigung	Noun
Employment	die Einstellung	Noun
Employment	Einstellung	Noun
Employment Condition	Arbeitsbedingung	Noun
Employment Contract	Arbeitsvertrag	Noun
Employment Contract	der Arbeitsvertrag	Noun
Employment Market	Arbeitsmarkt	Noun
Employment Market	der Arbeitsmarkt	Noun
Employment Market	Stellenmarkt	Noun
Empties	die Schale	Noun
Empties	Schale	Noun
Empty	die Schale	Noun
Empty	Schale	Noun
Empty Out	ausleeren	Verb
Empty Out	ausräumen	Verb
Empty Out	entleeren	Verb
Empty Out	leeren	Verb
Empty Out	räumen	Verb
Emptying	ausräumen	Verb
Emptying	räumen	Verb
Enable	ermöglichen	Verb
Enchant	faszinieren	Verb
Encounter	Begegnung	Noun
Encounter	die Begegnung	Noun
Encounter	Rendezvous	Noun
Encounter	Treffen	Noun
Encounter	Zusammenstoß	Noun
Encountered	getroffen	Verb
Encountering	Begegnung	Noun
Encountering	die Begegnung	Noun
Encourage	belebe/beleb	Verb
Encourage	beleben	Verb
Encourage	ermutige	Verb
Encourage	ermutigen	Verb
Encourage	fördere/fördre/fördr/förder	Verb
Encourage	fördern	Verb
Encourage	motivieren	Verb
Encouraged	ermutigen	Verb
Encouraging	ermutigen	Verb
End	Beende	Noun
End	das Ziel	Noun
End	der Schluss	Noun
End	der Zweck	Noun
End	die Seite	Noun
End	die Spitze	Noun
End	Ende	Noun
End	Endes	Noun
End	Endet	Noun
End	Ostende	Noun
End	Rest	Noun
End	Schluss	Noun
End	Seite	Noun
End	Spitze	Noun
End	Tode	Noun
End	Todes	Noun
End	Ziel	Noun
End	Zweck	Noun
End Of The Semester	Semesterende	Noun
End Score	Endstand	Noun
End Table	Tischchen	Noun
Endangered	gefährden	Verb
Endangered	gefährdet	Verb
Endangering	gefährden	Verb
Endangering	riskieren	Verb
Endangers	gefährden	Verb
Endangers	gefährdet	Verb
Ended	das Schloss	Noun
Ended	Schloss	Noun
Ending	Abbruch	Noun
Ending	der Schluss	Noun
Ending	Ende	Noun
Ending	Schluss	Noun
Endings	Finale	Noun
Ends	der Zweck	Noun
Ends	Zweck	Noun
Endurance	Nachhaltigkeit	Noun
Endurance	Toleranz	Noun
Enemy	Feind	Noun
Enemy	Feindinnen	Noun
Enemy	Gegnerin	Noun
Enemy	Gegners	Noun
Enemy's	Feind	Noun
Energetically	energisch	Adverb
Energy	die Kraft	Noun
Energy	Energie	Noun
Energy	Kraft	Noun
Energy	Kräfte	Noun
Energy Source	die Energiequelle	Noun
Energy Source	Energiequelle	Noun
Engaged	verlobt	Verb
Engagement	der Terminkalender	Noun
Engagement	Terminkalender	Noun
Engagement	Verlobung	Noun
Engine	Maschine	Noun
Engine	Motor	Noun
Engine Cover	Motorhaube	Noun
Engine Hood	Motorhaube	Noun
Engine's	Maschine	Noun
Engineer	Ingenieur	Noun
Engineering	arrangieren	Verb
Engineering	entwickeln	Verb
Engineering	Ingenieurwesen	Verb
Engineering	konstruieren	Verb
Engineering	Technik	Verb
Engineers	Ingenieur	Noun
Engineers	Pionier	Noun
Engineers	Techniker	Noun
Engines	Maschinen	Noun
England	England	Noun
English	Englisch	Noun
Enigma	das Rätsel	Noun
Enigma	Rätsel	Noun
Enigmas	das Rätsel	Noun
Enigmas	Rätsel	Noun
