English	French	Part of Speech
Enjoy	n’aimes	Noun
Enjoy	n’appréciais	Noun
Enjoy	plaît	Noun
Enjoy	profitaient	Noun
Enjoy	profitant	Noun
Enjoy	profite	Noun
Enjoy	profiter	Noun
Enjoy	profites	Noun
Enjoy	profitez	Noun
Enjoy	profitiez	Noun
Enjoy	qu'aimez	Noun
Enjoy	régalaient	Noun
Enjoy	régalent	Noun
Enjoy	régalons	Noun
Enjoy	savourais	Noun
Enjoy	savourent	Noun
Enjoy	savourons	Noun
Enjoy	savouré	Noun
Enjoy It	se régaler	Noun
Enjoy Myself	m'amuser	Noun
Enjoy Your Meal	bon appétit	Noun
Enjoy Your Meal	bonne dégustation	Noun
Enjoy Yourself	amuse-toi	Noun
Enjoy Yourself	t'amuses	Noun
Enjoyable	agréable	Adjective
Enjoyed	aimais	Verb
Enjoys	aime	Noun
Enormous	énorme	Noun
Enough	assez	Adverb
Enough	suffisant	Adjective
Enough Water	d'eau	Noun
Enriching	enrichissant	Verb
Enroll	inscrire	Noun
Enrollment	l'inscription	Noun
Ensemble	ensemble	Noun
Ensure	garantir	Noun
Ensure	veille	Noun
Ensure	veiller	Noun
Ensures	veille	Noun
Enter	compose	Noun
Enter	composer	Noun
Enter	conclure	Noun
Enter	entre	Noun
Enter	entrent	Noun
Enter	entrer	Noun
Enter	entres	Noun
Enter	entrez	Noun
Enter	entrons	Noun
Enter	entré	Noun
Enter	noter	Noun
Enter	noterai	Noun
Enter	présenter	Noun
Enter	présentera	Noun
Entered	composé	Verb
Entered	entré	Verb
Entered	entrée	Verb
Entered	entrées	Verb
Entered	entrés	Verb
Entering	composer	Verb
Entering	entrant	Verb
Enterprise	l'initiative	Noun
Enters	entre	Noun
Entertain	amuser	Noun
Entertain	divertir	Noun
Entertained	amuser	Verb
Entertaining	amuser	Verb
Entertaining	divertissant	Verb
Entertainment	divertissement	Noun
Enthusiasm	l'enthousiasme	Noun
Enthusiast	l'amateur	Noun
Enthusiastic	passionné	Adjective
Entire	entier	Adjective
Entire	tout	Adjective
Entire	toute	Adjective
Entire	toutes	Adjective
Entirely	absolument	Adverb
Entirely	complètement	Adverb
Entirely	entièrement	Adverb
Entourage	l'entourage	Noun
Entrance	accès	Noun
Entrance	entrée	Noun
Entrepreneur	-euse	Noun
Entrepreneur	l'entrepreneur	Noun
Entrepreneur	l'homme d'affaires	Noun
Entry Phone	l'interphone	Noun
Envelope	d'enveloppe	Noun
Envelope	d'enveloppes	Noun
Envelope	enveloppe	Noun
Envelope	l'enveloppe	Noun
Envelope	l’enveloppe	Noun
Envelope	sachets	Noun
Environment	d'environnement	Noun
Environment	d’habitats	Noun
Environment	environnement	Noun
Environment	l'ambiance	Noun
Environment	l'atmosphère	Noun
Environment	l'environnement	Noun
Environment	l'habitat	Noun
Environment	l’environnement	Noun
Environment	l’habitat	Noun
Environmental	environnemental	Adjective
Environmental	écologiste	Adjective
Envy	enviait	Noun
Envy	envie	Noun
Envy	envient	Noun
Envy	envier	Noun
Envy	envierais	Noun
Envy	enviez	Noun
Envy	jalousie	Noun
Epic	épique	Adjective
Episode	d'épisodes	Noun
Episode	d’épisodes	Noun
Episode	feuilletons	Noun
Episode	l'incident	Noun
Episode	l'émission	Noun
Episode	l'épisode	Noun
Episode	l’incident	Noun
Episode	l’émission	Noun
Episode	l’épisode	Noun
Episode	épisode	Noun
Equal	égal	Adjective
Equality	égalité	Noun
Equally	également	Adverb
Equals	fait	Noun
Equatorial	tropical	Adjective
Equilibrium	l'équilibre	Noun
Equipment	l'équipement	Noun
Equipment	équipement	Noun
Equitable	équitable	Adjective
Equitation	l'équitation	Noun
Era	l'ère	Noun
Era	l'époque	Noun
Era	ère	Noun
Erase	effacer	Noun
Eraser	gomme	Noun
Errand	commission	Noun
Errand	course	Noun
Error	d'erreur	Noun
Error	d'erreurs	Noun
Error	erreur	Noun
Error	faute	Noun
Error	l'erreur	Noun
Error	l’erreur	Noun
Error	maldonne	Noun
Erudition	culture	Noun
Escalator	escalator	Noun
Escape	l'évasion	Noun
Escape	m'évader	Noun
Escape	s'enfuir	Noun
Escape	s'échapper	Noun
Escape	t'échapper	Noun
Escape	échapper	Noun
Escape	évader	Noun
Escapes	m'échappe	Noun
Especially	particulièrement	Adverb
Especially	spécialement	Adverb
Especially	surtout	Adverb
Espresso	café express	Noun
Espresso	express	Noun
Espresso	expresso	Noun
Essay	dissertation	Noun
Essay	l'essai	Noun
Essay	l’essai	Noun
Essay	rédaction	Noun
Essay's	rédaction	Noun
Essence	l'arôme	Noun
Essential	essentiel	Adjective
Essential	incontournable	Adjective
Essential	indispensable	Adjective
Establish	fixer	Noun
Esteem	l'admiration	Noun
Esteem	l'estime	Noun
Esthetician	esthéticienne	Noun
Estimate	devinez	Noun
Estimate	devis	Noun
Estimate	estimaient	Noun
Estimate	estimerais	Noun
Estimate	estimeront	Noun
Estimate	estimez	Noun
Estimate	estimés	Noun
Estimates	évaluer	Noun
Eternity	l'éternité	Noun
Ethics	l'éthique	Noun
Euro	euros	Noun
European	européen	Noun
Euros	euro	Noun
Evade	échapper	Noun
Evaluate	juger	Noun
Evaluate	mesurer	Noun
Evaluate	évaluer	Noun
Evaluation	bilan	Noun
Evaluation	l'évaluation	Noun
Even	encore	Adjective
Even	même	Adjective
Even	pair	Adjective
Even	quittes	Adjective
Even	égal	Adjective
Even If	quand même	Noun
Even So	quand même	Noun
Even Though	bien qu'	Noun
Even Though	quand même	Noun
Even Though He	qu'il	Noun
Evening	soir	Noun
Evening	soirée	Noun
Evening Party	la soirée	Noun
Evenings	soir	Noun
Evenings	soirée	Noun
Event	l'événement	Noun
Event	évènement	Noun
Event	événement	Noun
Eventually	finalement	Adverb
Ever	déjà	Noun
Ever	jamais	Noun
Ever Since	depuis	Noun
Every	chaque	Adjective
Every	tous	Adjective
Every	tout	Adjective
Every	toute	Adjective
Every	toutes	Adjective
Every Day	quotidiennement	Adverb
Every Time	à chaque fois	Noun
Everyday	courant	Adjective
Everyday	quotidien	Adjective
Everyone	chacun	Pronoun
Everyone	tous	Pronoun
Everyone	toutes	Pronoun
Everything	tous	Verb
Everything	tout	Verb
Everything	toute	Verb
Everything	toutes	Verb
Everywhere	partout	Adverb
Evidence	preuve	Noun
Evidence	preuves	Noun
Evidently	évidemment	Adverb
Evil	maléfique	Noun
Ew	beurk	Noun
Ex-Husband	l'ex-mari	Noun
Ex-Wife	l'ex-femme	Noun
Exact	exacte	Adjective
Exact	exactes	Adjective
Exact	exacts	Adjective
Exact	exiger	Adjective
Exact	précis	Adjective
Exact	précise	Adjective
Exact	précises	Adjective
Exact Change	l'appoint	Noun
Exacting	exigeant	Adjective
Exacting	perfectionniste	Adjective
Exactly	absolument	Adverb
Exactly	c'est bien ça	Adverb
Exactly	exactement	Adverb
Exactly	pile-poil	Adverb
Exactly	précisément	Adverb
Exactly	tout à fait	Adverb
Exam	examen	Noun
Exam	l'examen	Noun
Examination	l'examen	Noun
Example	exemple	Noun
Exceed	dépasser	Verb
Excellent	brillant	Adjective
Except	exclure	Noun
Except	sauf	Noun
Except	sinon	Noun
Except	à part	Noun
Except That	autrement	Noun
Except That	excepté cela	Noun
Except That	mis à part cela	Noun
Except That	sauf	Noun
Except That	seulement	Noun
Except That	sinon	Noun
Except That	à part cela	Noun
Exceptional	exceptionnel	Adjective
Exceptional	extraordinaire	Adjective
Excessive	excessif	Adjective
Excessive	extravagant	Adjective
Excessive	extrême	Adjective
Exchange	changer	Noun
Exchange	échange	Noun
Exchange	échangent	Noun
Exchange	échangeons	Noun
Exchange	échanger	Noun
Exchange	échanges	Noun
Exchange	échangez	Noun
Exchangeable	échangeable	Adjective
Exchanged	changé	Verb
Exchanges	échange	Noun
Exchanges	échanger	Noun
Exchanging	échanger	Verb
Excited	excité	Adjective
Excited	impatient	Adjective
Excited	surexcité	Adjective
Excited To	avoir hâte de	Noun
Excited To	enthousiaste à l'idée de	Noun
Exciting	passionnant	Adjective
Exciting	sensationnel	Adjective
Exclusion	l'exclusion	Noun
Exclusive	exclusif	Adjective
Exclusively	en exclusivité	Adverb
Excursion	excursion	Noun
Excuse	d'excuse	Noun
Excuse	excuser	Noun
Excuse	excuserai	Noun
Excuse	excuserais	Noun
Excuse	excuserait	Noun
Excuse	excuses	Noun
Excuse	excusez	Noun
Excuse	pardonnez	Noun
Excuse	prétexte	Noun
Excuse Me	excuse-moi	Interjection
Excuse Me	excusez-moi	Interjection
Excuse Me	pardon	Interjection
Excuses	justifier	Noun
Executive	exécutif	Adjective
Exercise	d'entraînement	Noun
Exercise	d'exercice	Noun
Exercise	d’appartement	Noun
Exercise	d’entraînement	Noun
Exercise	d’exercice	Noun
Exercise	exercice	Noun
Exercise	l'activité	Noun
Exercise	l'entraînement	Noun
Exercise	l'exercice	Noun
Exercise	l’entraînement	Noun
Exercise	l’exercice	Noun
Exercise	m'entraîne	Noun
Exercise	s'entraînent	Noun
Exercise	sport	Noun
Exercise	t'entraînes	Noun
Exercise	t'exerces	Noun
Exhausted	fatigué	Adjective
Exhausted	épuiser	Adjective
Exhausted	épuisé	Adjective
Exhibit	exposition	Noun
Exhibit	l'exposition	Noun
Exhibition	l'exposition	Noun
Exile	l'exilé	Noun
Exist	existais	Noun
Exist	existe	Noun
Exist	existent	Noun
Exist	exister	Noun
Exist	existeraient	Noun
Exist	existes	Noun
Exist	existez	Noun
Exist	existons	Noun
Exist	live	Noun
Exist	régnait	Noun
Exit	départ	Noun
Exit	issue	Noun
Exit	sors	Noun
Exit	sort	Noun
Exit	sortie	Noun
Exit	sortir	Noun
Expatriate	expatrié	Adjective
Expatriate	l'exilé	Noun
Expect	attendent	Noun
Expect	attendez	Noun
Expect	attendez-vous	Noun
Expect	attendons	Noun
Expect	attendrai	Noun
Expect	attendraient	Noun
Expect	attendrais	Noun
Expect	attendre	Noun
Expect	attendriez	Noun
Expect	attends	Noun
Expect	attendu	Noun
Expect	demande	Noun
Expect	demandent	Noun
Expect	demander	Noun
Expect	demanderai	Noun
Expect	demanderaient	Noun
Expect	demanderais	Noun
Expect	demanderiez	Noun
Expect	demandes	Noun
Expect	demandez	Noun
Expect	demandons	Noun
Expect	escompté	Noun
Expect	espères	Noun
Expect	espéraient	Noun
Expect	espérer	Noun
Expect	espéreront	Noun
Expect	m'attends à	Noun
Expect	pressenti	Noun
Expect	pressentis	Noun
Expect	prévu	Noun
Expect	s'attendre à	Noun
Expect	supposées	Noun
Expect To	anticiper	Noun
Expect To	compter	Noun
Expect To	espérer	Noun
Expect To	prévoir	Noun
Expect To	s'attendre à	Noun
Expectation	attente	Noun
Expectation	l'attente	Noun
Expectation	l'espoir	Noun
Expectation	l'espérance	Noun
Expectation	l’attente	Noun
Expectation	prétention	Noun
Expectations	attente	Noun
Expectations	prévision	Noun
Expected	attendu	Verb
Expected	à prévoir	Verb
Expected To	devoir	Noun
Expected To	s'attendre à	Noun
Expected To	être attendu	Noun
Expected To	être censé	Noun
Expected To	être supposé	Noun
Expecting	attendant	Verb
Expecting	demandant	Verb
Expecting	s'attendre à	Verb
Expedition	expédition	Noun
Expedition	le périple	Noun
Expel	exclure	Noun
Expenditure	la dépense	Noun
Expense	la dépense	Noun
Expensive	cher	Adjective
Expensive	chers	Adjective
Expensive	chère	Adjective
Expensive	chères	Adjective
Experience	connaissance	Noun
Experience	expérience	Noun
Experience	goûtées	Noun
Experience	l'expérience	Noun
Experience	ressentie	Noun
Experience	ressentir	Noun
Experience	souffririez	Noun
Experience	subi	Noun
Experience	vis	Noun
Experience	vivent	Noun
Experience	vivons	Noun
Experience	vivre	Noun
Experience	éprouver	Noun
Experience	éprouves	Noun
Experienced	expérimenté	Adjective
Experiences	ressentir	Noun
Experiences	éprouver	Noun
Experiment	expérience	Noun
Experiment	l'expérience	Noun
Expert	experte	Noun
Expert	spécialiste	Noun
Expert	spécialisé	Noun
Expert's	professionnel	Noun
Expert's	spécialiste	Noun
Expertise	compétence	Noun
Expired	expiré	Verb
Expired	périmé	Verb
Explain	expliqua	Noun
Explain	explique	Noun
Explain	expliquent	Noun
Explain	expliquer	Noun
Explain	expliques	Noun
Explain	expliquez	Noun
Explain	expliquiez	Noun
Explain	expliquons	Noun
Explain	expliquées	Noun
Explain	j'expliquerai	Noun
Explain	justifie	Noun
Explain	justifier	Noun
Explain	l'expliquais	Noun
Explain	l'explique	Noun
Explain	l'expliquerai	Noun
Explain	l'expliques	Noun
Explain	m'expliquer	Noun
Explain	m'expliques	Noun
Explain	n'explique	Noun
Explain	n'expliquez	Noun
Explain	qu'explique	Noun
Explain	élucide	Noun
Explain	élucident	Noun
Explain	élucidé	Noun
Explaining	explique	Verb
Explaining	justifier	Verb
Explains	explique	Noun
Explanation	explication	Noun
Explanation	l'explication	Noun
Explode	explose	Noun
Explode	exploser	Noun
Explode	explosera	Noun
Explode	n'explose	Noun
Explodes	exploser	Noun
Explore	d'explorer	Noun
Explore	explorais	Noun
Explore	explorait	Noun
Explore	explorent	Noun
Explore	explorer	Noun
Explore	explorera	Noun
Explore	explorerai	Noun
Explore	explorerait	Noun
Explore	explorerons	Noun
Explore	explores	Noun
Explore	explorez	Noun
Explore	explorons	Noun
Explore	explorées	Noun
Explore	l'explorera	Noun
Explore	n'explorais	Noun
Explore	n'explorait	Noun
Explore	étudier	Noun
Explore	étudies	Noun
Explore	étudiez	Noun
Explore	étudions	Noun
Expo	exposition	Noun
Expose	confondre	Noun
Express	exprime	Noun
Express	expriment	Noun
Express	exprimer	Noun
Express	exprimes	Noun
Express	exprimons	Noun
Express	formel	Noun
Express	émettre	Noun
Expression	regard	Noun
Expressionism	l'expressionnisme	Noun
Expressionist Art	l'expressionnisme	Noun
Expressive	expressif	Adjective
Exquisite	exquis	Noun
Extend	agrandie	Noun
Extend	agrandies	Noun
Extend	agrandir	Noun
Extend	allongeais	Noun
Extend	allongeait	Noun
Extend	allongent	Noun
Extend	augmenter	Noun
Extend	déploie	Noun
Extend	déployé	Noun
Extend	prolonger	Noun
Extend	reconduise	Noun
Extend	s'étendre	Noun
Extend	étendait	Noun
Extend	étires	Noun
Extended Family	famille élargie	Noun
Extended Family	famille étendue	Noun
Extent	importance	Noun
Extra	supplémentaire	Adjective
Extraordinary	extraordinaire	Adjective
Extraordinary	extraordinaires	Adjective
Extravagant	extravagant	Adjective
Extreme	extrême	Adjective
Extreme	intense	Adjective
Extremely	extrêmement	Adverb
Extremely	très	Adverb
Extremist	radical	Adjective
Extroverted	extraverti	Verb
Eye	l'œil	Noun
Eye	regard	Noun
Eye	œil	Noun
Eye Makeup	le fard à paupières	Noun
Eyebrow	sourcil	Noun
Eyeglasses	lunettes	Noun
Eyes	d'yeux	Noun
Eyes	regard	Noun
Eyes	yeux	Noun
Eyeshadow	le fard à paupières	Noun
Eyewitness	le témoin	Noun
Fable	fable	Noun
Fabric	tissu	Noun
Fabulous	fabuleux	Noun
Facade	façade	Noun
Face	visage	Noun
Face To Face	en face à face	Noun
Face To Face	en tête-à-tête	Noun
Facebook	Facebook	Noun
Faces	risquer	Noun
Facilities	l'infrastructure	Noun
Facing	face à	Preposition
Fact	donnée	Noun
Fact	fait	Noun
Factory	l'usine	Noun
Factory	usine	Noun
Fad	tendance	Noun
Faded	passée	Verb
Faded	éteint	Verb
Fail	décevrai	Noun
Fail	décevrais	Noun
Fail	déçois	Noun
Fail	manquée	Noun
Fail	ratait	Noun
Fail	rate	Noun
Fail	ratent	Noun
Fail	rater	Noun
Fail	raterai	Noun
Fail	raterez	Noun
Fail	rateront	Noun
Fail	rates	Noun
Fail	ratez	Noun
Fail	ratons	Noun
Fail	raté	Noun
Fail	échouais	Noun
Fail	échoue	Noun
Fail	échoue à	Noun
Fail	échouer	Noun
Fail	échouerons	Noun
Fail	échoues	Noun
Fail	échoues à	Noun
Fail	échouez	Noun
Fail	échouons	Noun
Failed	coller	Verb
Failed	décliner	Verb
Failed	manquer	Verb
Failed	rater	Verb
Failed	raté	Verb
Failed	refuser	Verb
Failed	échec	Verb
Failed	échouer	Verb
Failure	le désastre	Noun
Failure	échec	Noun
Failure To	défaut de	Noun
Failure To	manquement à	Noun
Failures	échecs	Noun
Faint	faible	Adjective
Faint	mince	Adjective
Faint	s'évanouir	Adjective
Fainting	s'évanouir	Verb
Fainting Spell	malaise	Noun
Fair	favorable	Adjective
Fair	juste	Adjective
Fair	raisonnable	Adjective
Fair	équitable	Adjective
Fair	équitablement	Adjective
Fairly	assez	Adverb
Fairly	honnêtement	Adverb
Fairly	plutôt	Adverb
Fairly	pratiquement	Adverb
Fairly	relativement	Adverb
Fairly	à juste titre	Adverb
Fairy	fée	Noun
Fairy	la fée	Noun
Fairy Tale	conte de fées	Noun
Faithful	fidèle	Adjective
Faithful	loyal	Adjective
Faiths	fois	Noun
Fake	-ielle	Noun
Fake	artificiel	Noun
Fake	bluffer	Noun
Fake	contrefaire	Noun
Fake	contrefait	Noun
Fake	contrefaits	Noun
Fake	contrefaçon	Noun
Fake	factice	Noun
Fake	falsification	Noun
Fake	falsifie	Noun
Fake	falsifier	Noun
Fake	fausse	Noun
Fake	faux	Noun
Fake	feindre	Noun
Fake	feint	Noun
Fake	feinte	Noun
Fake	feinter	Noun
Fake	imposteur	Noun
Fake	truque	Noun
Fake	truquer	Noun
Fake	truqué	Noun
Fall	attaquer	Noun
Fall	automne	Noun
Fall	l'automne	Noun
Fall	se fâcher	Noun
Fall	tomber	Noun
Fall	échouer	Noun
Fall Apart	s'effondrer	Noun
Fall Apart	s'effriter	Noun
Fall Apart	se décomposer	Noun
Fall Apart	se délabrer	Noun
Fall Apart	se désagréger	Noun
Fall Asleep	s'endormir	Noun
Fall Down	tombe	Noun
Fall Down	tombent	Noun
Fall Through	avorter	Noun
Fall Through	ne pas se réaliser	Noun
Fall Through	tomber à l'eau	Noun
Fall Through	échouer	Noun
Fallen	attaquer	Noun
Fallen	baissée	Noun
Fallen	effondrée	Noun
Fallen	reculer	Noun
Fallen	se fâcher	Noun
Fallen	tombé	Noun
Fallen	tombées	Noun
Fallen	échouer	Noun
Fallen Asleep	s'assoupir	Noun
Fallen Asleep	s'endormi	Noun
Fallen Asleep	s'endormir	Noun
Falling	tomber	Verb
False	fausse	Noun
False	fausses	Noun
False	faux	Noun
False Hope	l'illusion	Noun
Familiar	familier	Noun
Families	enfants	Noun
Families	familiaux	Noun
Families	familiers	Noun
Families	familles	Noun
Families	maisons	Noun
Family	famille	Adverb
Family Doctor	le généraliste	Noun
Family Relationship	la parenté	Noun
Family Reunion	réunion de famille	Noun
Family Seating	Carré famille	Noun
Family's	chez	Noun
Family's	des	Noun
Family-Owned	familial	Verb
Family-Owned	société familiale	Verb
Famous	connu	Noun
Famous	célèbre	Noun
Fan	supporter	Noun
Fan	supportrice	Noun
Fan	ventilateur	Noun
Fanciest	élégant	Noun
Fancy	chic	Noun
Fancy	élégant	Noun
Fantastic	fantastique	Adjective
Fantastic	génial	Adjective
Fantastic	géniaux	Adjective
Far	extrême	Adverb
Far	loin	Adverb
Far Away	lointain	Noun
Far From	loin	Preposition
Far From Her Home	éloigné de chez elle	Noun
Far From Her Home	éloignée de chez elle	Noun
Far-Fetched	à dormir debout	Verb
Faraway	lointain	Noun
Fare	prix	Noun
Farewell	adieu	Noun
Farewell Party	pot de départ	Noun
Farm	ferme	Noun
Farmer	agriculteur	Noun
Farmer	l'agriculteur	Noun
Farmer's Market	marché de producteurs	Noun
Farmer's Market	marché fermier	Noun
Farmer's Market	marché paysan	Noun
Farming	agriculture	Verb
Farming	cultivant	Verb
Farming	exploitant	Verb
Farming	exploitation	Verb
Farming	rural	Verb
Farming	à l'agriculture	Verb
Farming	étant fermier	Verb
Farms	cultiver	Noun
Farthest	le plus éloigné	Noun
Fascinating	captivant	Adjective
Fascinating	fascinant	Adjective
Fascinating	passionnant	Adjective
Fashion	mode	Noun
Fashion	vestimentaires	Noun
Fashion Show	défilé	Noun
Fashion Show	défilé de mode	Noun
Fashionable	chic	Adjective
Fashionable	tendance	Adjective
Fashionable	à la mode	Phrase
Fashionably Late	arriver en retard calculé	Noun
Fashionably Late	avec un retard calculé	Noun
Fashionably Late	en retard à la mode	Noun
Fashionably Late	en retard élégant	Noun
Fast	rapide	Adjective
Fast	rapidement	Adjective
Fast	vite	Adverb
Fast Food	fast-food	Noun
Fasten	attache	Noun
Fasten	attacher	Noun
Fasten	attacherai	Noun
Fasten	attaches	Noun
Fasten	attachez	Noun
Fasten	ligoté	Noun
Fasten	noué	Noun
Fasten	serrant	Noun
Fasten	verrouillerai	Noun
Fastened	fermé	Verb
Fat	gras	Adjective
Fat	gros	Adjective
Fate	destin	Noun
Fate	la fatalité	Noun
Father	le père	Noun
Father	papa	Noun
Father	père	Noun
Father Christmas	père noël	Noun
Father-In-Law	beau-père	Noun
Father-In-Law	le beau-père	Noun
Fats	les matières grasses	Noun
Fatty	gras	Adjective
Fatty Substances	les matières grasses	Noun
Faucet	robinet	Noun
Fault	blâmez	Noun
Fault	blâmée	Noun
Fault	culpabilité	Noun
Fault	d'erreur	Noun
Fault	d'erreurs	Noun
Fault	faute	Noun
Fault	l'erreur	Noun
Fault	l’erreur	Noun
Fault	tort	Noun
Faulty	défectueux	Adjective
Fauna	faune	Noun
Favor	pareille	Noun
Favor	pour	Noun
Favor	service	Noun
Favorable	favorable	Adjective
Favorite	favori	Noun
Favorite	préféré	Noun
Fawning	flatteur	Adjective
Fear	craignent	Noun
Fear	craignez	Noun
Fear	craignions	Noun
Fear	craindra	Noun
Fear	craindre	Noun
Fear	crains	Noun
Fear	craint	Noun
Fear	crainte	Noun
Fear	d’horreur	Noun
Fear	frayeur	Noun
Fear	inquiétaient	Noun
Fear	l'horreur	Noun
Fear	m'inquiète	Noun
Fear	n'aie	Noun
Fear	peur	Noun
Fear	trac	Noun
Feat	l'exploit	Noun
Feather	plume	Noun
Feather	plumer	Noun
Feather	à plumes	Noun
Feature	d’attractions	Noun
Feature	l'aspect	Noun
Feature Film	le long métrage	Noun
Feature Film	métrage	Noun
February	février	Noun
February	le février	Noun
Fed	donné à manger à	Noun
Fed	l'ai	Noun
Fed Up	marre	Noun
Fee	frais	Noun
Fee	prix	Noun
Feeble	frêle	Adjective
Feed	donne à manger aux	Noun
Feed	donner à manger	Noun
Feed	donnez à manger à	Noun
Feed	nourrir	Noun
Feed	nourris	Noun
Feed	nourrissaient	Noun
Feed	nourrisses	Noun
Feed	nourrissons	Noun
Feedback	retour	Noun
Feeding	d’alimentation	Verb
Feeding	l'alimentation	Verb
Feeding	nourrir	Verb
Feel	est	Noun
Feel	ressentir	Noun
Feel	sens	Noun
Feel	sent	Noun
Feel	sentent	Noun
Feel	sentez	Noun
Feel	sentir	Noun
Feel	sentons	Noun
Feel	seras	Noun
Feel	seriez	Noun
Feel	sont	Noun
Feel	suis	Noun
Feel	éprouver	Noun
Feel	être	Noun
Feel Any Better About	se sentir mieux par rapport à	Noun
Feel Any Better About	se sentir mieux vis-à-vis de	Noun
Feel Any Better About	se sentir mieux à propos de	Noun
Feel Bad About	culpabiliser	Noun
Feel Bad About	regretter	Noun
Feel Bad About	se sentir mal à propos de	Noun
Feel Bad About	être désolé de	Noun
Feel Free	n'hésite pas	Noun
Feel Free	n'hésitez pas	Noun
Feel Like	a envie d'	Noun
Feel Like	ai envie d'	Noun
Feel Like	as envie d'	Noun
Feel Like	aurais envie d'	Noun
Feel Like	avez envie d'	Noun
Feel Like	avoir envie d'	Noun
Feel Like	ont envie d'	Noun
Feel Tired	me sens fatigué	Noun
Feel Tired	me sens fatiguée	Noun
Feeling	d'aller	Verb
Feeling	d'humeur	Verb
Feeling	d’humeur	Verb
Feeling	impression	Verb
Feeling	l'ambiance	Verb
Feeling	l'impression	Verb
Feeling	l'émotion	Verb
Feeling	l’impression	Verb
Feeling	pressentiment	Verb
Feeling	sentiment	Verb
Feeling	émotion	Verb
Feels	est	Noun
Feels	plaindre	Noun
Feels	ressentir	Noun
Feels	sent	Noun
Feels	sentir	Noun
Feels	touche	Noun
Feels	éprouver	Noun
Feels	être	Noun
Fees	frais	Noun
Feet	pieds	Noun
Feline	le félin	Noun
Fell	reculer	Noun
